HPO_ID,Total_Count
HP:0006064,14
HP:0005525,14
HP:0001647,14
HP:0031567,12
HP:0001646,37
HP:0000389,14
HP:0001395,29
HP:0012871,14
HP:0011590,14
HP:0011587,83
HP:0012303,119
HP:0001976,14
HP:0010988,22
HP:0003074,19
HP:0000161,14
HP:0010655,24
HP:0005930,230
HP:0002527,14
HP:0009821,19
HP:0001607,14
HP:0004253,14
HP:0004252,17
HP:0001191,284
HP:0003019,337
HP:0009810,456
HP:0004727,14
HP:0011038,32
HP:0000346,14
HP:0000020,19
HP:0000883,14
HP:0000772,237
HP:0001547,296
HP:0003376,14
HP:0004821,14
HP:0011992,37
HP:0000300,14
HP:0003387,14
HP:0003380,22
HP:0003130,93
HP:0001657,19
HP:0031547,17
HP:0003115,86
HP:0002173,14
HP:0012040,14
HP:0003044,14
HP:0034665,7
HP:0003043,37
HP:0000324,35
HP:0001029,14
HP:0006739,14
HP:0002860,22
HP:0001522,14
HP:0001992,93
HP:0012072,102
HP:0032943,97
HP:0002566,19
HP:0002419,14
HP:0002418,22
HP:0001699,14
HP:0000646,14
HP:0000016,14
HP:0001987,24
HP:0003477,24
HP:0003390,14
HP:0000763,32
HP:0001036,14
HP:0010038,14
HP:0010036,27
HP:0002790,14
HP:0005957,22
HP:0000846,45
HP:0003550,14
HP:0008028,14
HP:0003097,14
HP:0007936,19
HP:0001552,14
HP:0100625,32
HP:0000943,14
HP:0000224,14
HP:0000223,17
HP:0001082,14
HP:0012438,22
HP:0006522,14
HP:0011110,14
HP:0000588,14
HP:0000589,24
HP:0002273,19
HP:0030182,23
HP:0010549,76
HP:0002493,86
HP:0009054,14
HP:0001430,37
HP:0005273,14
HP:0009935,22
HP:0000419,58
HP:0200073,14
HP:0002217,19
HP:0011363,22
HP:0040170,17
HP:0001963,14
HP:0011532,14
HP:0001147,33
HP:0030506,43
HP:0009601,24
HP:0000992,24
HP:0001357,24
HP:0000482,14
HP:0007020,14
HP:0002987,14
HP:0002812,14
HP:0009473,19
HP:0000289,14
HP:0002714,14
HP:0001751,45
HP:0011389,48
HP:0008074,14
HP:0001281,14
HP:0002384,14
HP:0006568,14
HP:0500030,7
HP:0001217,19
HP:0007017,14
HP:0100710,14
HP:0012241,14
HP:3000072,17
HP:0002313,19
HP:0100660,19
HP:0003763,14
HP:5200017,12
HP:0000733,39
HP:0031432,44
HP:0000011,14
HP:0003470,69
HP:0000400,19
HP:0002121,41
HP:0002653,14
HP:0002645,14
HP:0011329,52
HP:0000235,135
HP:0001114,14
HP:0000991,32
HP:0002922,14
HP:0025456,7
HP:0002023,14
HP:0034915,43
HP:0004378,63
HP:0001166,14
HP:0001238,17
HP:0002726,14
HP:0007499,17
HP:0011065,34
HP:0000585,14
HP:0011493,27
HP:0003829,14
HP:0034335,52
HP:0011094,14
HP:0012156,14
HP:0009754,14
HP:0001558,19
HP:0001557,27
HP:0034059,25
HP:0034057,74
HP:0011097,19
HP:0007651,14
HP:0003141,14
HP:0010980,32
HP:0010979,57
HP:0002705,14
HP:0000189,19
HP:0002373,24
HP:0032894,17
HP:0032892,17
HP:0003070,14
HP:0009811,114
HP:0100523,14
HP:0025615,7
HP:0032251,12
HP:0006237,19
HP:0006261,61
HP:0003493,14
HP:0030057,32
HP:0003819,14
HP:0011748,14
HP:0007875,14
HP:0001141,14
HP:0001650,14
HP:0001269,19
HP:0004374,32
HP:0000529,19
HP:0000572,29
HP:0001540,14
HP:0010991,38
HP:0003565,14
HP:0025021,7
HP:0002919,14
HP:0000741,14
HP:0100522,14
HP:0100521,17
HP:0000777,54
HP:0003298,24
HP:0002414,34
HP:0010301,38
HP:0002655,14
HP:0006946,19
HP:0011450,41
HP:0000044,14
HP:0007010,14
HP:0002275,22
HP:0005359,14
HP:0010515,22
HP:0002098,19
HP:0000308,14
HP:0001271,14
HP:0005792,14
HP:0008665,14
HP:0040253,7
HP:0040252,7
HP:0000056,17
HP:0000274,24
HP:0000239,24
HP:0011328,83
HP:0000362,14
HP:0002168,14
HP:0002317,19
HP:0000703,29
HP:0010299,32
HP:0005684,19
HP:0002803,45
HP:0002185,14
HP:0100314,52
HP:0011273,14
HP:0006886,14
HP:0002495,32
HP:0010831,47
HP:0002188,14
HP:0002506,14
HP:0009882,19
HP:0000212,14
HP:0009944,14
HP:0009942,22
HP:0001798,44
HP:0008386,74
HP:0000360,19
HP:0000845,14
HP:0010514,42
HP:0003274,14
HP:0001899,14
HP:0031850,7
HP:0002511,14
HP:0012384,29
HP:0001491,14
HP:0008049,48
HP:0009720,14
HP:0002885,19
HP:0000097,14
HP:0001377,24
HP:0006051,14
HP:0003306,14
HP:0001930,14
HP:0002858,22
HP:0010651,77
HP:0012650,12
HP:0010526,12
HP:0002162,12
HP:0005110,22
HP:0001692,51
HP:0005115,61
HP:0004429,37
HP:0002164,71
HP:0100540,27
HP:0006203,12
HP:0002690,12
HP:0002679,51
HP:0003911,12
HP:0003849,26
HP:0003015,31
HP:0008116,12
HP:0001436,26
HP:0007068,12
HP:0001320,21
HP:0011342,12
HP:0012762,12
HP:0000997,12
HP:0001480,16
HP:0002942,22
HP:0002236,12
HP:0010721,26
HP:0011361,56
HP:0010720,76
HP:0008824,12
HP:0000946,30
HP:0001115,12
HP:0010696,26
HP:0008003,12
HP:0000617,51
HP:0000171,12
HP:0010295,22
HP:0009465,22
HP:0001193,36
HP:0009484,56
HP:0002253,12
HP:0003184,12
HP:0008800,21
HP:0001792,22
HP:0000421,17
HP:0100704,12
HP:0012377,12
HP:0002062,62
HP:0009927,12
HP:0009924,21
HP:0002385,12
HP:0010551,21
HP:0012248,12
HP:0031593,11
HP:0004602,12
HP:0003568,12
HP:0004527,12
HP:0006155,18
HP:0002835,12
HP:0011332,12
HP:0000298,12
HP:0002021,12
HP:0004400,21
HP:0007033,12
HP:0000051,12
HP:0005943,17
HP:0005474,17
HP:0001234,12
HP:0009466,23
HP:0009768,37
HP:0001500,41
HP:0002321,17
HP:0100876,12
HP:0000086,22
HP:0005216,12
HP:0031815,26
HP:0000537,12
HP:0002875,12
HP:0000311,12
HP:0011217,22
HP:0012294,26
HP:0009702,27
HP:0012242,12
HP:0000858,12
HP:0001493,12
HP:0000573,12
HP:0003444,12
HP:0003445,16
HP:0003457,51
HP:0006349,12
HP:0002925,12
HP:0031097,6
HP:0003117,122
HP:0003348,12
HP:0010916,16
HP:0010915,21
HP:0033108,21
HP:0003095,12
HP:0100023,12
HP:5200018,12
HP:0012135,32
HP:0002406,12
HP:0002350,17
HP:0002438,31
HP:0003090,12
HP:0005003,21
HP:0006127,12
HP:0002673,17
HP:0002907,12
HP:0000790,21
HP:0010619,12
HP:0010614,41
HP:0012316,51
HP:0006094,27
HP:0000191,12
HP:0000190,26
HP:0000774,12
HP:0005257,28
HP:0000643,12
HP:0012179,23
HP:0004373,33
HP:0003481,12
HP:0011096,36
HP:0002486,72
HP:0000871,12
HP:0000183,12
HP:0000182,16
HP:0030810,11
HP:0011917,12
HP:0001831,70
HP:0001991,94
HP:0006465,12
HP:0006829,12
HP:0000935,32
HP:0002905,12
HP:0002616,12
HP:0012727,46
HP:0001530,12
HP:0001126,12
HP:0011226,41
HP:0008213,12
HP:0000293,12
HP:0004426,91
HP:0011504,12
HP:0008002,26
HP:0000338,12
HP:0001623,27
HP:0001787,66
HP:0007485,12
HP:0008887,37
HP:0040063,37
HP:0200055,12
HP:0005927,26
HP:0005659,12
HP:0002389,12
HP:0007375,21
HP:0003270,18
HP:0005172,12
HP:0011713,22
HP:0003680,12
HP:0003023,12
HP:0001245,12
HP:0001227,16
HP:0012296,12
HP:0009832,86
HP:0010314,12
HP:0000826,43
HP:0100000,52
HP:0002304,12
HP:0002374,22
HP:0011711,12
HP:0000574,12
HP:0007989,12
HP:0001658,12
HP:0033678,6
HP:0012171,12
HP:5200009,6
HP:0000684,32
HP:0100502,12
HP:0040126,16
HP:0004341,36
HP:0000201,12
HP:0002025,12
HP:0001716,12
HP:0004309,21
HP:0005968,12
HP:0004370,56
HP:0002953,12
HP:0007108,27
HP:0006099,12
HP:0011911,31
HP:0006528,12
HP:0001102,12
HP:0000509,22
HP:0000502,81
HP:0002208,12
HP:0005366,12
HP:0012301,12
HP:0008605,12
HP:0005207,12
HP:0000550,12
HP:0005764,12
HP:0005195,16
HP:0002933,12
HP:0000139,12
HP:0031105,51
HP:0002504,12
HP:0009145,51
HP:0003025,47
HP:0003083,37
HP:0003042,46
HP:0002133,22
HP:0003461,12
HP:0012067,21
HP:0010806,12
HP:0011339,39
HP:0005709,12
HP:0002761,12
HP:0001533,12
HP:0011484,12
HP:0007833,21
HP:0000593,56
HP:0001539,12
HP:0011229,22
HP:0002490,12
HP:0030085,6
HP:0025454,36
HP:0005528,12
HP:0000813,12
HP:0000902,17
HP:0006665,12
HP:0010554,62
HP:0003138,12
HP:0008207,12
HP:0007427,12
HP:0003203,12
HP:0012203,12
HP:0002841,26
HP:0100297,12
HP:0009890,17
HP:0011087,12
HP:0033777,6
HP:0011063,40
HP:0000676,75
HP:0010654,12
HP:0010653,16
HP:0010652,21
HP:0011900,12
HP:0011898,26
HP:0006778,12
HP:0007379,43
HP:0000528,17
HP:0004523,12
HP:0001898,12
HP:0001822,12
HP:0010051,26
HP:0001844,515
HP:0002127,12
HP:0008994,17
HP:0100578,12
HP:0001090,17
HP:0100887,21
HP:0008245,12
HP:0000114,22
HP:0002145,12
HP:0001909,116
HP:0006385,12
HP:0009816,16
HP:0006493,55
HP:0000921,17
HP:0006712,36
HP:0000194,17
HP:0004411,12
HP:0007270,12
HP:0005356,12
HP:0011170,12
HP:0002223,12
HP:0002392,12
HP:0010958,12
HP:0010837,12
HP:0033144,6
HP:0003022,27
HP:0006495,31
HP:0006503,67
HP:0006496,112
HP:0002425,12
HP:0012730,12
HP:0003199,12
HP:0001017,12
HP:0000980,16
HP:0006481,17
HP:0012263,12
HP:0005832,12
HP:0001591,12
HP:0010582,22
HP:0002293,12
HP:0002840,12
HP:0003079,12
HP:0003254,21
HP:0000577,16
HP:0020049,10
HP:0001816,17
HP:0002967,12
HP:0007260,12
HP:0004454,17
HP:0011452,21
HP:0010557,12
HP:0007209,12
HP:0001293,16
HP:0001291,76
HP:0001413,12
HP:0001840,12
HP:0006016,12
HP:0002663,36
HP:0012499,12
HP:0002647,21
HP:0003551,12
HP:0000563,12
HP:0100689,16
HP:0011486,26
HP:0005421,12
HP:0002410,12
HP:0003635,17
HP:0001799,12
HP:0100658,12
HP:0007460,12
HP:0001218,21
HP:0010043,12
HP:0005381,12
HP:0005430,16
HP:0005420,49
HP:0000855,12
HP:0005180,12
HP:0031651,11
HP:0031650,27
HP:0000836,42
HP:0003189,12
HP:0007958,12
HP:0002633,37
HP:0000998,52
HP:0001476,17
HP:0000236,41
HP:0001498,27
HP:0006502,41
HP:0003300,22
HP:0002174,17
HP:0011149,12
HP:0001945,27
HP:0002003,12
HP:0002945,17
HP:0005108,36
HP:0006817,27
HP:0002334,51
HP:0007925,12
HP:0011481,42
HP:0000614,106
HP:0003071,37
HP:0100869,12
HP:0040211,11
HP:0011356,164
HP:0003805,12
HP:0002756,12
HP:0100678,22
HP:0005978,17
HP:0003100,22
HP:0006644,12
HP:0002099,27
HP:0003282,52
HP:0100301,12
HP:0012806,12
HP:0009729,12
HP:0009730,16
HP:0006192,12
HP:0007710,12
HP:0004327,61
HP:0012208,12
HP:0012207,16
HP:0012206,21
HP:0034809,16
HP:0000025,61
HP:0012874,106
HP:0005092,12
HP:0000480,17
HP:0001864,12
HP:0001863,31
HP:0030084,26
HP:0100679,12
HP:0011981,22
HP:0005267,12
HP:0001541,22
HP:0012056,32
HP:0002861,51
HP:0010765,17
HP:0006201,12
HP:0005620,16
HP:0430046,32
HP:0002834,12
HP:0006489,36
HP:0000863,12
HP:0000873,23
HP:0007565,12
HP:0000957,21
HP:0001034,46
HP:0002445,17
HP:0008347,12
HP:0008959,12
HP:0000891,12
HP:0005815,16
HP:0000331,12
HP:0001030,17
HP:0011755,12
HP:0011753,26
HP:0011751,41
HP:0005338,12
HP:0045075,8
HP:0100840,20
HP:0006979,12
HP:0000465,12
HP:0010477,12
HP:0010476,19
HP:0025487,90
HP:0006640,12
HP:0002183,12
HP:5200060,11
HP:5200058,11
HP:5200046,16
HP:0002483,12
HP:0000882,22
HP:0006713,31
HP:0001538,12
HP:0006532,12
HP:0002090,36
HP:0001674,12
HP:0006695,38
HP:0000244,12
HP:0000248,23
HP:0001188,12
HP:0001649,114
HP:0001583,12
HP:0005616,22
HP:0012473,12
HP:0000744,12
HP:0031466,31
HP:0002356,12
HP:0002280,12
HP:0005445,16
HP:0000932,60
HP:0002693,90
HP:0008391,12
HP:0001231,51
HP:0001138,17
HP:0003982,12
HP:0003953,31
HP:0003301,22
HP:0005106,36
HP:0002200,12
HP:0007946,12
HP:0002089,12
HP:0006703,21
HP:4000059,71
HP:0008166,12
HP:0004342,16
HP:0003649,21
HP:0002944,17
HP:0009904,12
HP:0011039,151
HP:0002215,12
HP:0011270,12
HP:0009912,41
HP:0005376,12
HP:0100866,12
HP:0003158,12
HP:0033358,6
HP:0001519,12
HP:0011359,12
HP:0008214,12
HP:0025133,6
HP:0025132,6
HP:0033799,14
HP:0012257,12
HP:0010729,12
HP:0000630,46
HP:0002501,12
HP:0001750,41
HP:0006844,12
HP:0002522,26
HP:0002461,12
HP:0007352,16
HP:0000138,32
HP:0006535,12
HP:0040223,6
HP:0011803,12
HP:0004122,21
HP:0006521,12
HP:0006529,16
HP:0001615,12
HP:0007328,17
HP:0010832,41
HP:0033747,57
HP:0012020,32
HP:0001653,12
HP:0031481,16
HP:0008499,12
HP:0003771,17
HP:0001047,17
HP:0001738,12
HP:0012092,16
HP:0012174,12
HP:0001859,35
HP:0010179,118
HP:0010161,838
HP:0003722,12
HP:0000467,16
HP:0007899,12
HP:0012330,12
HP:0000123,21
HP:0003700,17
HP:0000211,12
HP:0002741,12
HP:0000179,12
HP:0008107,12
HP:0001869,21
HP:0100872,41
HP:0012841,12
HP:0000196,12
HP:0006409,12
HP:0006383,16
HP:0009765,12
HP:0003547,12
HP:0001435,51
HP:0007610,12
HP:0002804,12
HP:0011802,12
HP:0100648,16
HP:0002091,12
HP:0030878,15
HP:0001824,17
HP:0002984,17
HP:0006501,21
HP:0008368,32
HP:0001850,176
HP:0006316,12
HP:0003995,22
HP:0007263,12
HP:0000653,17
HP:0006313,12
HP:0006740,12
HP:0002862,16
HP:0009725,21
HP:0010786,26
HP:0004743,12
HP:0001970,21
HP:0001969,31
HP:0100259,12
HP:0006108,12
HP:0002879,12
HP:0004686,12
HP:0010672,16
HP:0002742,12
HP:0012358,37
HP:0200030,12
HP:0200029,16
HP:0002375,12
HP:0008348,12
HP:0032135,6
HP:0000046,12
HP:0100021,12
HP:0006758,12
HP:0001771,12
HP:0005109,21
HP:0000977,17
HP:0002395,17
HP:0004482,12
HP:0007678,12
HP:0000579,16
HP:0005243,12
HP:0010318,26
HP:0001531,12
HP:0007024,12
HP:0001135,12
HP:0001913,27
HP:0032309,21
HP:0002904,38
HP:0033479,32
HP:0010995,48
HP:0100256,12
HP:0007367,51
HP:0003109,12
HP:0012599,26
HP:0006106,12
HP:0004256,16
HP:0003228,12
HP:0010931,21
HP:0010930,45
HP:0002155,12
HP:0003077,21
HP:0004618,12
HP:0009914,12
HP:0007410,12
HP:0006089,16
HP:0008944,17
HP:0012332,32
HP:0002270,41
HP:0410008,40
HP:0005369,17
HP:0002778,66
HP:0008282,12
HP:0009281,27
HP:0009272,46
HP:0004188,546
HP:0012736,12
HP:0003528,12
HP:0034902,6
HP:0100530,21
HP:0003713,12
HP:0010034,12
HP:0009660,16
HP:0009658,21
HP:0001402,12
HP:0002896,26
HP:0000488,12
HP:0003648,12
HP:0002593,12
HP:0010300,12
HP:0010502,12
HP:0002700,12
HP:0002699,21
HP:0000879,12
HP:0006714,31
HP:0001897,10
HP:0007963,15
HP:0001117,10
HP:0006375,10
HP:0000947,20
HP:0100838,10
HP:0002722,15
HP:0004894,10
HP:0001602,15
HP:0004761,10
HP:0000026,10
HP:0001046,10
HP:0000202,30
HP:0003946,20
HP:0003839,305
HP:0000956,10
HP:0010568,15
HP:0030670,10
HP:0006773,10
HP:0001012,25
HP:0012031,45
HP:0200013,50
HP:0010323,25
HP:0010160,1019
HP:0011704,10
HP:0011702,25
HP:0011402,10
HP:0010017,10
HP:0006059,15
HP:0005913,100
HP:0009514,10
HP:0009489,25
HP:0006263,243
HP:0004100,541
HP:0004371,25
HP:0011784,15
HP:0010133,10
HP:0010119,25
HP:0010056,239
HP:0012681,30
HP:0005793,10
HP:0001857,15
HP:0005035,20
HP:0005297,10
HP:0004950,15
HP:0100545,20
HP:0004924,10
HP:0040270,5
HP:0001952,15
HP:0011407,10
HP:0002000,10
HP:0005995,10
HP:0003758,25
HP:0001001,55
HP:0011716,10
HP:0011687,20
HP:0004755,84
HP:0012644,10
HP:0002339,24
HP:0010994,29
HP:0011701,10
HP:0012870,10
HP:0002075,10
HP:0008281,10
HP:0010287,10
HP:0010286,50
HP:0009413,10
HP:0009320,185
HP:0004150,549
HP:0005222,10
HP:0011574,10
HP:0004197,20
HP:0009172,235
HP:0010706,10
HP:0006456,10
HP:0004797,10
HP:0011100,15
HP:0009662,65
HP:0009599,184
HP:0100963,10
HP:0000711,15
HP:0004406,10
HP:0007851,10
HP:0007982,10
HP:0010020,10
HP:0009190,15
HP:0003842,50
HP:0003920,15
HP:0003907,70
HP:0009809,155
HP:0011444,10
HP:0010075,20
HP:0001449,25
HP:0011480,10
HP:0003537,10
HP:0003760,10
HP:0010548,20
HP:0009026,10
HP:0009131,45
HP:0010280,15
HP:0010675,10
HP:0006264,45
HP:0000222,10
HP:0010430,10
HP:0010325,20
HP:0010319,45
HP:0011777,10
HP:0000854,40
HP:0100031,70
HP:0011772,175
HP:0012435,10
HP:0100587,30
HP:0007035,30
HP:0011536,10
HP:0011535,30
HP:0100155,10
HP:0100064,25
HP:0010171,89
HP:0100847,10
HP:0004016,10
HP:0003848,15
HP:0003021,30
HP:0001741,10
HP:0005449,10
HP:0002681,35
HP:0010447,10
HP:0007780,10
HP:0010693,20
HP:0007648,35
HP:0010920,105
HP:0100818,10
HP:0011447,10
HP:0000483,15
HP:0007548,10
HP:0009211,10
HP:0004224,65
HP:0004219,110
HP:0004213,423
HP:0004207,548
HP:0100951,10
HP:0010013,20
HP:0001985,10
HP:0011070,20
HP:0009155,10
HP:0009153,60
HP:0009150,109
HP:0002040,10
HP:0002031,99
HP:0003832,14
HP:0002992,89
HP:0005949,10
HP:0100065,25
HP:0010172,90
HP:0008608,10
HP:0010176,105
HP:0010436,10
HP:0010395,20
HP:0010203,40
HP:0010173,160
HP:0012160,10
HP:0012159,15
HP:0012158,30
HP:0005344,91
HP:0010128,10
HP:0010114,20
HP:0005679,10
HP:0100257,10
HP:0009836,15
HP:0006485,60
HP:0001592,104
HP:0001593,10
HP:0003570,10
HP:0009552,10
HP:0009541,232
HP:0008290,10
HP:0100105,10
HP:0100049,25
HP:0010167,90
HP:0012610,20
HP:6000531,40
HP:0001974,20
HP:0011893,45
HP:0012844,20
HP:0012843,25
HP:0012842,31
HP:0100451,10
HP:0010188,30
HP:0005341,10
HP:0100682,10
HP:0002777,13
HP:0100902,10
HP:0100915,35
HP:0003740,10
HP:0000683,10
HP:0011944,10
HP:0034784,15
HP:0010848,10
HP:0011896,10
HP:0011885,25
HP:0009560,10
HP:0009542,60
HP:0009019,10
HP:0000292,15
HP:0000291,25
HP:0010630,10
HP:0006943,10
HP:0009638,10
HP:0004966,10
HP:0012456,25
HP:0003207,40
HP:0004934,45
HP:0011915,50
HP:0004292,10
HP:0012781,10
HP:0010094,10
HP:0010093,20
HP:0010052,75
HP:0010057,200
HP:0012400,20
HP:0009248,65
HP:0009174,245
HP:0011195,35
HP:0011185,189
HP:0009667,10
HP:0009663,64
HP:0100712,25
HP:0007221,10
HP:0012386,10
HP:0008362,30
HP:0100035,10
HP:0100033,20
HP:0000722,35
HP:0010292,10
HP:0010293,20
HP:3000015,10
HP:0100896,10
HP:0012534,10
HP:0003269,10
HP:0002415,20
HP:0011736,20
HP:0000859,30
HP:0040085,30
HP:0000847,55
HP:0003053,15
HP:0009373,10
HP:0009547,10
HP:0009253,10
HP:0009249,65
HP:0000317,10
HP:0100644,10
HP:0100643,25
HP:0009707,15
HP:0009701,50
HP:0003384,10
HP:0003467,10
HP:0003413,25
HP:0008388,20
HP:0100480,10
HP:0010378,15
HP:0010180,83
HP:0009817,24
HP:0004365,10
HP:0004338,50
HP:0002747,15
HP:0009435,10
HP:0004172,120
HP:0009316,324
HP:0100326,36
HP:0009241,10
HP:0004225,104
HP:0012017,10
HP:0011193,40
HP:0007466,10
HP:0000996,25
HP:0000329,40
HP:0001028,99
HP:0100742,114
HP:0012240,10
HP:0009058,15
HP:0034370,25
HP:0006762,10
HP:0009726,65
HP:0011056,10
HP:0011055,20
HP:0011054,25
HP:0012326,15
HP:0010071,10
HP:0001473,15
HP:0009216,10
HP:0009247,65
HP:0008322,22
HP:0003877,10
HP:0006185,10
HP:0006247,25
HP:0003037,35
HP:0007311,10
HP:0002362,15
HP:0012334,10
HP:0008651,10
HP:0000791,15
HP:0006153,10
HP:0011659,10
HP:0003755,10
HP:0012084,20
HP:0004971,10
HP:0009218,10
HP:0000611,10
HP:0008683,10
HP:0000065,20
HP:0010490,59
HP:0001018,109
HP:0007477,133
HP:0007546,10
HP:0004885,10
HP:0009581,10
HP:0009544,68
HP:0003449,15
HP:0003394,35
HP:0100801,10
HP:0100800,20
HP:0012094,30
HP:0012090,79
HP:0005948,20
HP:0032445,20
HP:0011906,10
HP:0005560,20
HP:0011719,10
HP:0005160,30
HP:0010772,45
HP:0030968,50
HP:0011718,60
HP:0010159,10
HP:0010125,40
HP:0009587,10
HP:0002550,25
HP:0003305,10
HP:0010885,20
HP:0005313,10
HP:0006353,10
HP:0004444,15
HP:0010529,10
HP:4000074,5
HP:0003637,10
HP:0009536,20
HP:0009311,10
HP:0009284,45
HP:0001708,10
HP:0033118,10
HP:0030872,50
HP:0005272,10
HP:0005289,20
HP:0200098,25
HP:0011153,50
HP:0100937,10
HP:0100928,25
HP:0100924,99
HP:0008198,10
HP:0000829,20
HP:0009521,10
HP:0009496,25
HP:0012780,10
HP:0010107,10
HP:0010085,20
HP:0009538,10
HP:0009537,25
HP:0007112,12
HP:0009844,10
HP:0009234,10
HP:0005880,35
HP:0012903,10
HP:0003311,10
HP:0003310,25
HP:0012154,10
HP:0031467,5
HP:0100851,25
HP:0009214,10
HP:0010455,10
HP:0009288,10
HP:0001927,10
HP:0010646,10
HP:0010851,10
HP:0003779,10
HP:0010753,20
HP:0012724,10
HP:0011798,10
HP:0000564,10
HP:0005588,10
HP:0012747,25
HP:0002363,100
HP:0100827,10
HP:0009013,10
HP:0001443,15
HP:0001469,40
HP:0002632,10
HP:0012166,10
HP:0009568,10
HP:0009543,65
HP:0003896,10
HP:0005360,10
HP:0009262,10
HP:0100812,10
HP:0001704,10
HP:0001702,40
HP:0009755,10
HP:0100402,19
HP:0010379,39
HP:0010181,143
HP:0007766,10
HP:0008058,20
HP:0011623,20
HP:0003530,10
HP:0012594,10
HP:0012592,15
HP:0010296,10
HP:0006723,10
HP:0009011,10
HP:0007522,10
HP:0010694,10
HP:0007971,15
HP:0010662,63
HP:0010431,10
HP:0011028,45
HP:0003639,10
HP:0011976,25
HP:0011281,30
HP:0001870,10
HP:0001842,15
HP:0010177,115
HP:0009134,120
HP:0011156,10
HP:0005186,10
HP:0005262,20
HP:0011855,10
HP:0004009,10
HP:0004008,15
HP:0003999,95
HP:0002161,10
HP:0010908,15
HP:0010899,30
HP:0008148,10
HP:0007181,15
HP:0010309,10
HP:0003744,10
HP:0003743,15
HP:0100422,10
HP:0100404,20
HP:0010211,40
HP:0010184,70
HP:0012430,10
HP:0012429,20
HP:0008331,10
HP:0004713,10
HP:0012883,10
HP:0011027,35
HP:0006783,10
HP:0000600,25
HP:0005850,10
HP:0001884,15
HP:0006930,10
HP:0002539,15
HP:0002538,55
HP:0002332,10
HP:5200016,5
HP:5200024,10
HP:0011265,10
HP:0008777,15
HP:0004684,10
HP:0034673,15
HP:0003028,30
HP:0100379,10
HP:0010645,25
HP:0010185,60
HP:0011978,10
HP:0040156,69
HP:0005837,10
HP:0006256,20
HP:0009113,10
HP:0009352,10
HP:0009333,65
HP:0009139,10
HP:0002797,20
HP:0004000,10
HP:0010587,10
HP:0005997,10
HP:0006775,10
HP:0000514,15
HP:0009387,10
HP:0009152,70
HP:0006267,15
HP:0012767,25
HP:0100767,45
HP:0001194,95
HP:0008714,10
HP:0011904,10
HP:0005593,10
HP:0001053,25
HP:0002180,10
HP:0012271,10
HP:0002781,15
HP:0006536,25
HP:0010355,50
HP:0012147,10
HP:0012146,20
HP:0012312,10
HP:0012310,20
HP:0002877,10
HP:0002791,25
HP:0006342,10
HP:0011780,10
HP:0033079,15
HP:0000072,15
HP:0025633,50
HP:0010152,10
HP:0010116,25
HP:0002687,30
HP:0006959,10
HP:0007269,30
HP:0007271,10
HP:0002436,15
HP:0002435,20
HP:0012415,30
HP:0009239,10
HP:0003213,10
HP:0012308,10
HP:0033057,10
HP:0000456,10
HP:0000295,10
HP:0002766,10
HP:0008518,33
HP:0010068,10
HP:0001783,15
HP:0100007,89
HP:0005619,10
HP:0007470,10
HP:0001482,15
HP:0200036,20
HP:0001361,10
HP:0012755,10
HP:0009771,25
HP:0100841,10
HP:0003901,15
HP:0003891,70
HP:0011164,10
HP:0003417,10
HP:0010663,53
HP:0010708,10
HP:0012705,30
HP:0410263,57
HP:0100093,10
HP:0010329,25
HP:3000057,10
HP:0010528,10
HP:0010524,25
HP:5200204,20
HP:5200202,20
HP:0000631,15
HP:0007642,10
HP:0200001,10
HP:0005063,10
HP:0009600,20
HP:0004222,10
HP:0009198,63
HP:0010757,10
HP:0010756,15
HP:0010758,25
HP:0009231,10
HP:0000064,10
HP:0011550,10
HP:0011547,25
HP:0011546,60
HP:0003607,10
HP:0012161,10
HP:0100639,20
HP:0040307,15
HP:0007104,10
HP:0007377,35
HP:0011853,10
HP:0001698,25
HP:0001697,95
HP:0011105,10
HP:0011104,20
HP:0009562,10
HP:0000960,10
HP:0010767,30
HP:0005107,85
HP:0100295,20
HP:0007945,10
HP:0012904,10
HP:0010183,70
HP:0008753,10
HP:0010565,20
HP:0005483,29
HP:0006202,10
HP:0004243,15
HP:0007733,10
HP:0011309,10
HP:0009215,10
HP:0000263,10
HP:0008167,10
HP:0008541,10
HP:0100114,10
HP:0100047,25
HP:0010165,90
HP:0004757,10
HP:0007776,10
HP:0005547,15
HP:0010275,10
HP:0010235,25
HP:0004288,60
HP:0005924,70
HP:0008363,20
HP:0011952,10
HP:0011951,20
HP:0000968,25
HP:0003797,20
HP:0012792,10
HP:0004599,45
HP:0100569,55
HP:0003336,135
HP:0009358,70
HP:0003183,10
HP:0003172,65
HP:0012050,10
HP:0007430,15
HP:0005872,10
HP:0001468,39
HP:0011965,20
HP:0033109,30
HP:0010243,10
HP:0012336,10
HP:0011252,20
HP:0100619,10
HP:0010788,30
HP:0009930,10
HP:0005288,40
HP:0011720,10
HP:0005680,10
HP:0008430,15
HP:0004568,35
HP:3000002,10
HP:0100732,10
HP:0012114,10
HP:0010784,24
HP:0005653,10
HP:0040160,10
HP:0010496,10
HP:0010371,10
HP:0005807,10
HP:0009835,15
HP:0010679,25
HP:0002398,10
HP:0006802,15
HP:0009020,10
HP:0003750,15
HP:0010345,20
HP:0005830,95
HP:0008366,110
HP:0012535,25
HP:0011497,10
HP:0007905,20
HP:0004033,10
HP:0004032,20
HP:0040071,40
HP:0009814,10
HP:0011609,10
