HPO_IDs,Count
HP:0007221,5
HP:0011314,5
HP:0012386,5
HP:0100035,5
HP:0010292,5
HP:3000015,5
HP:0100896,5
HP:0012534,5
HP:0003269,5
HP:0011736,5
HP:0003053,5
HP:0009373,5
HP:0009547,5
HP:0009253,5
HP:0000317,5
HP:0100644,5
HP:0009707,5
HP:0003384,5
HP:0003467,5
HP:0008388,5
HP:0100480,5
HP:0009817,5
HP:0004365,5
HP:0002747,5
HP:0009435,5
HP:0100326,5
HP:0009241,5
HP:0011849,5
HP:0012017,5
HP:0007466,5
HP:0012240,5
HP:0006762,5
HP:0000277,5
HP:0200065,5
HP:0011056,5
HP:0012326,5
HP:0010071,5
HP:0009216,5
HP:0008322,5
HP:0003877,5
HP:0006185,5
HP:0007311,5
HP:0012334,5
HP:0008651,5
HP:0010866,5
HP:0006153,5
HP:0011659,5
HP:0003755,5
HP:0004971,5
HP:0009218,5
HP:0000611,5
HP:0008683,5
HP:0010490,5
HP:0007546,5
HP:0004885,5
HP:0009581,5
HP:0003449,5
HP:0100801,5
HP:0005948,5
HP:0011906,5
HP:0011719,5
HP:0010159,5
HP:0009587,5
HP:0002550,5
HP:0003305,5
HP:0011603,5
HP:0010885,5
HP:0005313,5
HP:0006353,5
HP:0004444,5
HP:0010529,5
HP:0003637,5
HP:0009536,5
HP:0009311,5
HP:0001708,5
HP:0004225,5
HP:0009929,5
HP:0005272,5
HP:0200098,5
HP:0011153,5
HP:0100937,5
HP:0008198,5
HP:0009521,5
HP:0012780,5
HP:0010107,5
HP:0009538,5
HP:0007112,5
HP:0003107,5
HP:0009844,5
HP:0009234,5
HP:0012903,5
HP:0100648,5
HP:0003311,5
HP:0012154,5
HP:0009214,5
HP:0010455,5
HP:0009288,5
HP:0001927,5
HP:0009150,5
HP:0010646,5
HP:0010851,5
HP:0003779,5
HP:0012724,5
HP:0011798,5
HP:0000564,5
HP:0005588,5
HP:0012747,5
HP:0100827,5
HP:0011519,5
HP:0009013,5
HP:0002632,5
HP:0012166,5
HP:0009568,5
HP:0003896,5
HP:0005360,5
HP:0009262,5
HP:0100812,5
HP:0001704,5
HP:0009755,5
HP:0100402,5
HP:0007766,5
HP:0011623,5
HP:0003530,5
HP:0012594,5
HP:0010296,5
HP:0010301,5
HP:0006723,5
HP:0009011,5
HP:0007522,5
HP:0010694,5
HP:0010662,5
HP:0010431,5
HP:0011028,5
HP:0003639,5
HP:0000553,5
HP:0001870,5
HP:0011156,5
HP:0005186,5
HP:0011855,5
HP:0004009,5
HP:0002161,5
HP:0008148,5
HP:0007181,5
HP:0010309,5
HP:0003744,5
HP:0100422,5
HP:0012430,5
HP:0008331,5
HP:0004713,5
HP:0012883,5
HP:0006783,5
HP:0005850,5
HP:0006930,5
HP:0002332,5
HP:0011265,5
HP:0008777,5
HP:0004684,5
HP:0100379,5
HP:0011978,5
HP:0005837,5
HP:0006256,5
HP:0009113,5
HP:0009352,5
HP:0009139,5
HP:0004000,5
HP:0010587,5
HP:0005997,5
HP:0006775,5
HP:0000514,5
HP:0009387,5
HP:0006267,5
HP:0008714,5
HP:0011904,5
HP:0005593,5
HP:0002180,5
HP:0012271,5
HP:0010355,5
HP:0012147,5
HP:0012312,5
HP:0002877,5
HP:0006342,5
HP:0011780,5
HP:0003549,5
HP:0000072,5
HP:0010152,5
HP:0002687,5
HP:0006959,5
HP:0007271,5
HP:0012415,5
HP:0009239,5
HP:0003213,5
HP:0012308,5
HP:0009370,5
HP:0000456,5
HP:0000295,5
HP:0002766,5
HP:0010068,5
HP:0100007,5
HP:0005619,5
HP:0007470,5
HP:0001361,5
HP:0012755,5
HP:0009771,5
HP:0100841,5
HP:0003901,5
HP:0011164,5
HP:0003417,5
HP:0010663,5
HP:0010708,5
HP:0012705,5
HP:0100093,5
HP:3000057,5
HP:0010528,5
HP:0000631,5
HP:0007642,5
HP:0200001,5
HP:0005063,5
HP:0009600,5
HP:0004222,5
HP:0008065,5
HP:0010757,5
HP:0009231,5
HP:0000064,5
HP:0011550,5
HP:0003607,5
HP:0012161,5
HP:0000032,5
HP:0100639,5
HP:0007104,5
HP:0011853,5
HP:0007378,5
HP:0001832,5
HP:0011105,5
HP:0009562,5
HP:0005916,5
HP:0000960,5
HP:0100295,5
HP:0007945,5
HP:0012904,5
HP:0010183,5
HP:0008753,5
HP:0006202,5
HP:0007733,5
HP:0011309,5
HP:0000177,5
HP:0009215,5
HP:0000263,5
HP:0008167,5
HP:0008541,5
HP:0100114,5
HP:0004757,5
HP:0010119,5
HP:0001633,5
HP:0007776,5
HP:0005547,5
HP:0010275,5
HP:0008363,5
HP:0011952,5
HP:0000968,5
HP:0003797,5
HP:0011138,5
HP:0012792,5
HP:0009358,5
HP:0003183,5
HP:0012050,5
HP:0005872,5
HP:0001468,5
HP:0011965,5
HP:0010243,5
HP:0000055,5
HP:0012336,5
HP:0011252,5
HP:0100619,5
HP:0009930,5
HP:0011720,5
HP:0005680,5
HP:3000002,5
HP:0100732,5
HP:0012114,5
HP:0005653,5
HP:0010496,5
HP:0010371,5
HP:0005807,5
HP:0010679,5
HP:0002398,5
HP:0100013,5
HP:0009020,5
HP:0010345,5
HP:0012535,5
HP:0011497,5
HP:0004033,5
HP:0009814,5
HP:0011609,5
HP:0011821,5
HP:0011888,5
HP:0012716,5
HP:0003851,5
HP:0008726,5
HP:0100781,5
HP:0001698,5
HP:0002836,5
HP:0009445,5
HP:0002495,5
HP:0009122,5
HP:0000190,5
HP:0002454,5
HP:0004003,5
HP:0011788,5
HP:0003081,5
HP:0004369,5
HP:0004353,5
HP:0100104,5
HP:0005152,5
HP:0011832,5
HP:0011850,5
HP:0012339,5
HP:0007950,5
HP:0000700,5
HP:0011190,5
HP:0012298,5
HP:0004059,5
HP:0003879,5
HP:0012739,5
HP:0100159,5
HP:0010010,5
HP:0009444,5
HP:0001069,5
HP:0006976,5
HP:0100018,5
HP:0009160,5
HP:0100528,5
HP:0008083,5
HP:0009347,5
HP:0003992,5
HP:0100635,5
HP:0002680,5
HP:0200114,5
HP:0006517,5
HP:0007656,5
HP:0004132,5
HP:0009847,5
HP:0012091,5
HP:0007670,5
HP:0000623,5
HP:0100534,5
HP:0012768,5
HP:0000523,5
HP:0010841,5
HP:0011213,5
HP:0003159,5
HP:0002611,5
HP:0011453,5
HP:0011793,5
HP:0000987,5
HP:0010779,5
HP:0000728,5
HP:0003739,5
HP:0007534,5
HP:0010121,5
HP:0003454,5
HP:0004258,5
HP:0012814,5
HP:0006753,5
HP:0011943,5
HP:0000675,5
HP:0005193,5
HP:0007450,5
HP:0200008,5
HP:0011680,5
HP:0009115,5
HP:0003574,5
HP:0200025,5
HP:0001555,5
HP:3000016,5
HP:0005145,5
HP:0001613,5
HP:0010801,5
HP:0012089,5
HP:0004238,5
HP:0100255,5
HP:0012345,5
HP:0011527,5
HP:0011511,5
HP:0004589,5
HP:0010878,5
HP:0011185,5
HP:0004387,5
HP:0008258,5
HP:0010023,5
HP:0000005,5
HP:0011492,5
HP:0200006,5
HP:0012285,5
HP:0012081,5
HP:0000930,5
HP:0011633,5
HP:0012433,5
HP:0010760,5
HP:0005093,5
HP:0004804,5
HP:0001392,5
HP:0006266,5
HP:0009990,5
HP:0007451,5
HP:0000542,5
HP:0006383,5
HP:0100496,5
HP:0011583,5
HP:0012283,5
HP:0001051,5
HP:0008855,5
HP:0011018,5
HP:0006482,5
HP:0011420,5
HP:0012070,5
HP:0010047,5
HP:0006565,5
HP:3000008,5
HP:0011538,5
HP:0011136,5
HP:0003965,5
HP:0012151,5
HP:0012434,5
HP:0007633,5
HP:0004463,5
HP:0007810,5
HP:0010925,5
HP:0100337,5
HP:0100855,5
HP:0007301,5
HP:0010990,5
HP:0004954,5
HP:0002679,5
HP:0012526,5
HP:0010177,5
HP:0200003,5
HP:0001262,5
HP:0011379,5
HP:0003761,5
HP:0007418,5
HP:0001322,5
HP:0004923,5
HP:0009490,5
HP:0012573,5
HP:0012540,5
HP:0011352,5
HP:0012566,5
HP:0004296,5
HP:0011150,5
HP:0010550,5
HP:0011236,5
HP:0012037,5
HP:0008909,5
HP:0002056,5
HP:0000137,5
HP:0002654,5
HP:0010000,5
HP:0009546,5
HP:0002890,5
HP:0009486,5
HP:0009324,5
HP:0011557,5
HP:0010154,5
HP:0010620,5
HP:0011162,5
HP:0009393,5
HP:0010483,5
HP:0010959,5
HP:0007097,5
HP:0007617,5
HP:0000466,5
HP:0100387,5
HP:0001340,5
HP:0007503,5
HP:0002755,5
HP:0010717,5
HP:0010112,5
HP:0100425,5
HP:0002263,5
HP:0011975,5
HP:0012354,5
HP:0000988,5
HP:0000621,5
HP:0012771,5
HP:0010610,5
HP:0008742,5
HP:0009537,5
HP:0100382,5
HP:0012509,5
HP:0009992,5
HP:0012104,5
HP:0011145,5
HP:0004980,5
HP:0005114,5
HP:0100177,5
HP:0005162,5
HP:0011757,5
HP:0001146,5
HP:0007459,5
HP:0100044,5
HP:0011488,5
HP:0100378,5
HP:0004502,5
HP:0002703,5
HP:0012193,5
HP:0100456,5
HP:0011092,5
HP:0003957,5
HP:0010530,5
HP:0100908,5
HP:0100225,5
HP:0007526,5
HP:0100758,5
HP:0012478,5
HP:0011106,5
HP:0010927,5
HP:0100140,5
HP:0200083,5
HP:0010813,5
HP:0007576,5
HP:0011700,5
HP:0009415,5
HP:0100503,5
HP:0100452,5
HP:0100744,5
HP:0005173,5
HP:0009053,5
HP:0011241,5
HP:0100579,5
HP:0008497,5
HP:0012187,5
HP:0002203,5
HP:0006379,5
HP:0001062,5
HP:0006170,5
HP:0100210,5
HP:0009193,5
HP:0003173,5
HP:0100169,5
HP:0003787,5
HP:0011884,5
HP:0100072,5
HP:0002086,5
HP:0008988,5
HP:0009958,5
HP:0100238,5
HP:0000315,5
HP:0006539,5
HP:0010137,5
HP:0008675,5
HP:0011555,5
HP:0010515,5
HP:0003450,5
HP:0012670,5
HP:0009254,5
HP:0010901,5
HP:0012196,5
HP:0100918,5
HP:0010869,5
HP:0005232,5
HP:0002512,5
HP:0006174,5
HP:0002438,5
HP:0002951,5
HP:0002965,5
HP:0010223,5
HP:0010900,5
HP:0000953,5
HP:0011131,5
HP:0008303,5
HP:0002281,5
HP:0006118,5
HP:0007929,5
HP:0007105,5
HP:0005527,5
HP:0002900,5
HP:0003418,5
HP:0002287,5
HP:0012496,5
HP:0005550,5
HP:0100219,5
HP:0007808,5
HP:0010003,5
HP:0004032,5
HP:0001809,5
HP:0010114,5
HP:0006224,5
HP:0012897,5
HP:0004890,5
HP:0005878,5
HP:0011438,5
HP:0100316,5
HP:0003114,5
HP:0012772,5
HP:0100376,5
HP:0011585,5
HP:0008786,5
HP:0003327,5
HP:0001142,5
HP:0011073,5
HP:0012442,5
HP:0003981,5
HP:0003558,5
HP:0001655,5
HP:0009952,5
HP:0007616,5
HP:0000301,5
HP:0005632,5
HP:0012902,5
HP:0012075,5
HP:0011211,5
HP:0010709,5
HP:0004929,5
HP:0005557,5
HP:0005304,5
HP:0000893,5
HP:0011689,5
HP:0002416,5
HP:3000011,5
HP:0009989,5
HP:0004859,5
HP:0007516,5
HP:0002789,5
HP:0000287,5
HP:0006163,5
HP:0000067,5
HP:0011358,5
HP:0001971,5
HP:0001997,5
HP:0012404,5
HP:0004051,5
HP:0011998,5
HP:0003422,5
HP:0012686,5
HP:0007505,5
HP:0007778,5
HP:0005323,5
HP:0009972,5
HP:0004927,5
HP:0006574,5
HP:0009260,5
HP:0011730,5
HP:0001812,5
HP:0011085,5
HP:0005830,5
HP:0100077,5
HP:0007188,5
HP:0004611,5
HP:0006180,5
HP:0008954,5
HP:0005880,5
HP:0012875,5
HP:0008997,5
HP:0007351,5
HP:0100495,5
HP:0006145,5
HP:0010386,5
HP:0004529,5
HP:0100807,5
HP:0003215,5
HP:0010158,5
HP:0011226,5
HP:0100699,5
HP:0100306,5
HP:0010857,5
HP:0011118,5
HP:0009399,5
HP:0010935,5
HP:0004594,5
HP:0000743,5
HP:0012547,5
HP:0005477,5
HP:0010120,5
HP:0100646,5
HP:0011296,5
HP:0010494,5
HP:0003324,5
HP:0006709,5
HP:0010376,5
HP:0011449,5
HP:0007370,5
HP:0007511,5
HP:0004759,5
HP:0009437,5
HP:0200111,5
HP:0005307,5
HP:0011312,5
HP:0012892,5
HP:0004048,5
HP:0200123,5
HP:0009839,5
HP:0005894,5
HP:0001548,5
HP:0009468,5
HP:0011692,5
HP:0003606,5
HP:0000696,5
HP:0004823,5
HP:0012784,5
HP:0004791,5
HP:0009954,5
HP:0007406,5
HP:0010354,5
HP:0003145,5
HP:0006962,5
HP:0006590,5
HP:0012504,5
HP:0009085,5
HP:0000284,5
HP:0002626,5
HP:0100916,5
HP:0005999,5
HP:0004889,5
HP:0012448,5
HP:0006548,5
HP:0009337,5
HP:0100582,5
HP:0008249,5
HP:0011565,5
HP:0011404,5
HP:0009535,5
HP:0003411,5
HP:0009397,5
HP:0006400,5
HP:0004396,5
HP:0000538,5
HP:0100776,5
HP:0007543,5
HP:0012834,5
HP:0000980,5
HP:0010250,5
HP:0100276,5
HP:0011067,5
HP:0007440,5
HP:0009960,5
HP:0010067,5
HP:0008396,5
HP:0010028,5
HP:0012677,5
HP:0000905,5
HP:0012563,5
HP:0008450,5
HP:0010519,5
HP:0008723,5
HP:0005353,5
HP:0003235,5
HP:0100808,5
HP:0012349,5
HP:0011472,5
HP:0008509,5
HP:0001320,5
HP:0012322,5
HP:0006608,5
HP:0100091,5
HP:0010295,5
HP:0000799,5
HP:0005716,5
HP:0010197,5
HP:0000502,5
HP:0012065,5
HP:0200151,5
HP:0010770,5
HP:0100436,5
HP:0009329,5
HP:0005720,5
HP:0010327,5
HP:0005281,5
HP:0010511,5
HP:0009577,5
HP:0004881,5
HP:0005143,5
HP:0011112,5
HP:0011962,5
HP:0007561,5
HP:0001618,5
HP:0006916,5
HP:0002101,5
HP:0004614,5
HP:0011128,5
HP:0011388,5
HP:0006150,5
HP:0100426,5
HP:0100608,5
HP:0001311,5
HP:0009886,5
HP:0008953,5
HP:0008158,5
HP:0100022,5
HP:0006453,5
HP:0000197,5
HP:0005656,5
HP:0008358,5
HP:0100041,5
HP:0006682,5
HP:0003440,5
HP:0012093,5
HP:0001646,5
HP:0100474,5
HP:0011041,5
HP:0012352,5
HP:0002245,5
HP:0008273,5
HP:0100336,5
HP:0011542,5
HP:0012700,5
HP:0001027,5
HP:0012084,5
HP:0011334,5
HP:0000134,5
HP:0100342,5
HP:0003423,5
HP:0007477,5
HP:0100389,5
HP:0011313,5
HP:0007458,5
HP:0011445,5
HP:0100000,5
HP:0000941,5
HP:3000005,5
HP:0012394,5
HP:0010761,5
HP:0008265,5
HP:0002981,5
HP:0012609,5
HP:0007065,5
HP:0009596,5
HP:0010774,5
HP:0005756,5
HP:0004986,5
HP:0012493,5
HP:0004780,5
HP:0011336,5
HP:0006378,5
HP:0000022,5
HP:0011969,5
HP:0000872,5
HP:0004066,5
HP:0004991,5
HP:0004451,5
HP:0100124,5
HP:0010145,5
HP:0011308,5
HP:0012789,5
HP:0010458,5
HP:0008288,5
HP:0009966,5
HP:0200058,5
HP:0005450,5
HP:0100641,5
HP:0001748,5
HP:0008935,5
HP:0010394,5
HP:0000710,5
HP:0006583,5
HP:0007623,5
HP:0003297,5
HP:0010618,5
HP:0004699,5
HP:0008962,5
HP:0100370,5
HP:0005817,5
HP:0011191,5
HP:0012232,5
HP:0007933,5
HP:0005592,5
HP:0008454,5
HP:0003529,5
HP:0000207,5
HP:0100071,5
HP:0002378,5
HP:0002744,5
HP:0002296,5
HP:0007545,5
HP:0012291,5
HP:0012249,5
HP:0011676,5
HP:0007657,5
HP:0003717,5
HP:0012665,5
HP:0010184,5
HP:0100244,5
HP:0002860,5
HP:0002269,5
HP:0009310,5
HP:0006499,5
HP:0011731,5
HP:0100395,5
HP:0011054,5
HP:0005890,5
HP:0003799,5
HP:0011577,5
HP:0009940,5
HP:0002219,5
HP:0002710,5
HP:0006677,5
HP:0000052,5
HP:0100249,5
HP:0012848,5
HP:0012209,5
HP:0006169,5
HP:0003913,5
HP:0100946,5
HP:0000915,5
HP:0003609,5
HP:0006515,5
HP:0004183,5
HP:0012143,5
HP:0012251,5
HP:0011654,5
HP:0000853,5
HP:0100730,5
HP:0001216,5
HP:0000069,5
HP:0000056,5
HP:0008706,5
HP:0010561,5
HP:0011045,5
HP:0011161,5
HP:0010379,5
HP:0002195,5
HP:0005733,5
HP:0012405,5
HP:0002865,5
HP:0010955,5
HP:0001440,5
HP:0008232,5
HP:0009664,5
HP:0006213,5
HP:0003955,5
HP:0006370,5
HP:0011297,5
HP:0008008,5
HP:0011601,5
HP:0011495,5
HP:0007910,5
HP:0011221,5
HP:0100627,5
HP:0008225,5
HP:0012680,5
HP:0009703,5
HP:0002299,5
HP:0100583,5
HP:0011710,5
HP:0009106,5
HP:0002837,5
HP:0100867,5
HP:0003458,5
HP:0010576,5
HP:0002415,5
HP:0000446,5
HP:0000802,5
HP:0007800,5
HP:0008839,5
HP:0011882,5
HP:0007034,5
HP:0004401,5
HP:0003472,5
HP:0007447,5
HP:0000329,5
HP:0012344,5
HP:0001028,5
HP:0007948,5
HP:0003917,5
HP:0012432,5
HP:0007942,5
HP:0007859,5
HP:0009180,5
HP:0005437,5
HP:0011789,5
HP:0004280,5
HP:0200028,5
HP:3000026,5
HP:0100060,5
HP:0005856,5
HP:0003826,5
HP:0003932,5
HP:0005584,5
HP:0006509,5
HP:0012842,5
HP:0005256,5
HP:0011899,5
HP:0011967,5
HP:0012510,5
HP:0003077,5
HP:0007824,5
HP:0010138,5
HP:0009247,5
HP:0000796,5
HP:0011075,5
HP:0000791,5
HP:0002270,5
HP:0002048,5
HP:0007387,5
HP:0011890,5
HP:0002651,5
HP:0100344,5
HP:0001986,5
HP:0009192,5
HP:0002582,5
HP:0012840,5
HP:0009491,5
HP:0003954,5
HP:0000617,5
HP:0004902,5
HP:0012727,5
HP:0003976,5
HP:0005531,5
HP:0004822,5
HP:0009788,5
HP:0007873,5
HP:0100689,5
HP:0006729,5
HP:0100412,5
HP:3000060,5
HP:0012009,5
HP:0011033,5
HP:0011827,5
HP:0002589,5
HP:0006691,5
HP:0009565,5
HP:0011062,5
HP:0007316,5
HP:0006504,5
HP:3000034,5
HP:0010585,5
HP:0007537,5
HP:0004382,5
HP:0010808,5
HP:0001349,5
HP:0011647,5
HP:0011394,5
HP:0001053,5
HP:0012487,5
HP:0001880,5
HP:0001096,5
HP:0012538,5
HP:0012822,5
HP:0100069,5
HP:0012396,5
HP:0005602,5
HP:0001711,5
HP:0005956,5
HP:0020110,5
HP:0011320,5
HP:0010269,5
HP:0012155,5
HP:0011645,5
HP:0009641,5
HP:0006156,5
HP:0100524,5
HP:0007375,5
HP:0012543,5
HP:0005923,5
HP:0010170,5
HP:0007715,5
HP:0011372,5
HP:0000746,5
HP:0003057,5
HP:0011424,5
HP:0012562,5
HP:0004403,5
HP:0010839,5
HP:0007599,5
HP:0012103,5
HP:0012653,5
HP:0012683,5
HP:0004354,5
HP:0008803,5
HP:0003337,5
HP:0005306,5
HP:0004603,5
HP:0011770,5
HP:0009173,5
HP:0100027,5
HP:0012457,5
HP:0007361,5
HP:0012645,5
HP:0006659,5
HP:0004025,5
HP:0012731,5
HP:0001460,5
HP:0001600,5
HP:0000911,5
HP:0005349,5
HP:0008093,5
HP:0010294,5
HP:0007413,5
HP:0100064,5
HP:0008390,5
HP:0012262,5
HP:0004717,5
HP:0007455,5
HP:0100454,5
HP:0002791,5
HP:0002196,5
HP:0000215,5
HP:0009795,5
HP:0009246,5
HP:0006830,5
HP:0001717,5
HP:0000417,5
HP:0011733,5
HP:0003160,5
HP:0100491,5
HP:0012136,5
HP:0002644,5
HP:0005199,5
HP:0005365,5
HP:0008049,5
HP:0011260,5
HP:0003935,5
HP:0011945,5
HP:0011212,5
HP:0001637,5
HP:0005508,5
HP:0007641,5
HP:0100347,5
HP:0009120,5
HP:0007098,5
HP:0003015,5
HP:0100245,5
HP:0009769,5
HP:0005289,5
HP:0002152,5
HP:0001094,5
HP:0008921,5
HP:0012702,5
HP:0002202,5
HP:0002254,5
HP:0011792,5
HP:0000640,5
HP:0006892,5
HP:0011047,5
HP:0008005,5
HP:0004336,5
HP:0012585,5
HP:0002141,5
HP:0011548,5
HP:0012419,5
HP:0004259,5
HP:0100759,5
HP:0008208,5
HP:0003240,5
HP:0012051,5
HP:0001283,5
HP:0003916,5
HP:0001961,5
HP:0008467,5
HP:0009344,5
HP:0006144,5
HP:0006803,5
HP:0009325,5
HP:0004911,5
HP:0005877,5
HP:0008663,5
HP:0006184,5
HP:0010118,5
HP:0001099,5
HP:0000776,5
HP:0008222,5
HP:0008672,5
HP:0011834,5
HP:0004854,5
HP:0001015,5
HP:0012303,5
HP:0200067,5
HP:0012869,5
HP:0012674,5
HP:0100605,5
HP:0004013,5
HP:0007608,5
HP:0100694,5
HP:0100283,5
HP:0010997,5
HP:0011842,5
HP:0007446,5
HP:0100681,5
HP:0006463,5
HP:0006767,5
HP:0011723,5
HP:0009561,5
HP:0011004,5
HP:0004446,5
HP:0003150,5
HP:0000733,5
HP:0012252,5
HP:0011043,5
HP:0100769,5
HP:0010845,5
HP:0010157,5
HP:0100914,5
HP:0007911,5
HP:0011227,5
HP:0006598,5
HP:0002605,5
HP:0008275,5
HP:0001820,5
HP:0009138,5
HP:0008417,5
HP:0009077,5
HP:0004256,5
HP:0003463,5
HP:0004959,5
HP:0007504,5
HP:0004900,5
HP:0011750,5
HP:0009985,5
HP:0003931,5
HP:0008373,5
HP:0008194,5
HP:0004419,5
HP:0000709,5
HP:0010747,5
HP:0005329,5
HP:0003131,5
HP:0100623,5
HP:0100936,5
HP:0011276,5
HP:0011671,5
HP:0008993,5
HP:0002229,5
HP:0007107,5
HP:0010070,5
HP:0004926,5
HP:0008447,5
HP:0012882,5
HP:0000524,5
HP:0010984,5
HP:0004046,5
HP:0012514,5
HP:0009614,5
HP:0005435,5
HP:0001289,5
HP:0007913,5
HP:0011898,5
HP:0012658,5
HP:0011846,5
HP:0200143,5
HP:0003991,5
HP:0005386,5
HP:0009748,5
HP:0009441,5
HP:0100115,5
HP:0012623,5
HP:0000807,5
HP:0000124,5
HP:0008991,5
HP:0006308,5
HP:0006152,5
HP:0001024,5
HP:0010384,5
HP:0002863,5
HP:0011951,5
HP:0011058,5
HP:0008057,5
HP:0003998,5
HP:0100152,5
HP:0005834,5
HP:0010540,5
HP:0005288,5
HP:0002054,5
HP:0004008,5
HP:0008444,5
HP:0100470,5
HP:0001877,5
HP:0008115,5
HP:0100774,5
HP:0005768,5
HP:0008244,5
HP:0011912,5
HP:0005210,5
HP:0000549,5
HP:0011165,5
HP:0011505,5
HP:0100186,5
HP:0001345,5
HP:0006932,5
HP:0100488,5
HP:0004358,5
HP:0012863,5
HP:0002267,5
HP:0011782,5
HP:0006552,5
HP:0009162,5
HP:0004484,5
HP:0012391,5
HP:3000059,5
HP:0010657,5
HP:0004828,5
HP:0002349,5
HP:0009964,5
HP:0011354,5
HP:0100767,5
HP:0002722,5
HP:0011427,5
HP:0000751,5
HP:0004452,5
HP:0009498,5
HP:0010949,5
HP:0100958,5
HP:0010946,5
HP:0012438,5
HP:0100409,5
HP:0007686,5
HP:0001106,5
HP:0001942,5
HP:0000511,5
HP:0012168,5
HP:0003678,5
HP:0006891,5
HP:0007628,5
HP:0100651,5
HP:0100414,5
HP:0100811,5
HP:0006477,5
HP:0008720,5
HP:0100700,5
HP:0004028,5
HP:0010457,5
HP:0005548,5
HP:0012836,5
HP:0005561,5
HP:0009302,5
HP:0004060,5
HP:0006140,5
HP:0007115,5
HP:0012076,5
HP:0011996,5
HP:0009727,5
HP:0011141,5
HP:0007510,5
HP:0008127,5
HP:0009529,5
HP:0001587,5
HP:0011763,5
HP:0012642,5
HP:0010902,5
HP:0001161,5
HP:0009805,5
HP:0011254,5
HP:0011510,5
HP:0006606,5
HP:0004904,5
HP:0005415,5
HP:0009449,5
HP:0007096,5
HP:0100751,5
HP:0005512,5
HP:0100125,5
HP:0005961,5
HP:0010653,5
HP:0008517,5
HP:0012880,5
HP:0009316,5
HP:0009338,5
HP:0007443,5
HP:0006596,5
HP:0001085,5
HP:0010800,5
HP:0009970,5
HP:0004110,5
HP:0004934,5
HP:0009785,5
HP:0003939,5
HP:0100200,5
HP:0009582,5
HP:0008247,5
HP:0006441,5
HP:0009127,5
HP:0011466,5
HP:0002588,5
HP:0010360,5
HP:0003419,5
HP:0010665,5
HP:0004157,5
HP:0005250,5
HP:0002707,5
HP:0004785,5
HP:0100537,5
HP:0012856,5
HP:0000829,5
HP:0011457,5
HP:0007364,5
HP:0010095,5
HP:0012720,5
HP:0009794,5
HP:0011655,5
HP:0000677,5
HP:0007321,5
HP:0012106,5
HP:0012107,5
HP:0012108,5
HP:0010403,5
HP:0004933,5
HP:0007799,5
HP:0005147,5
HP:0010489,5
HP:0006014,5
HP:0012321,5
HP:0009394,5
HP:0003532,5
HP:0012393,5
HP:0011677,5
HP:0006060,5
HP:0007988,5
HP:0002572,5
HP:0001847,5
HP:0010713,5
HP:0001070,5
HP:0000017,5
HP:0100603,5
HP:0004272,5
HP:0012357,5
HP:0005335,5
HP:0100073,5
HP:0012219,5
HP:0011814,5
HP:0005597,5
HP:0005132,5
HP:0011330,5
HP:0008703,5
HP:0011918,5
HP:0010248,5
HP:0001163,5
HP:0000387,5
HP:0100938,5
HP:0008182,5
HP:0007436,5
HP:0009141,5
HP:0011083,5
HP:0003241,5
HP:0001786,5
HP:0007905,5
HP:0003837,5
HP:0005790,5
HP:0100604,5
HP:0002563,5
HP:0004049,5
HP:0000659,5
HP:0100884,5
HP:0100203,5
HP:0008414,5
HP:0008968,5
HP:0011931,5
HP:0003414,5
HP:0000654,5
HP:0002529,5
HP:0004058,5
HP:0003904,5
HP:0004153,5
HP:0011658,5
HP:0001474,5
HP:0100354,5
HP:0002773,5
HP:0000169,5
HP:0001718,5
HP:0100631,5
HP:0005478,5
HP:0012422,5
HP:0008705,5
HP:0010659,5
HP:0012019,5
HP:0100542,5
HP:0006755,5
HP:0006442,5
HP:0012375,5
HP:0003987,5
HP:0200046,5
HP:0005021,5
HP:0011124,5
HP:0002017,5
HP:0010690,5
HP:0012207,5
HP:0001734,5
HP:0009701,5
HP:0008515,5
HP:0004430,5
HP:0004863,5
HP:0001904,5
HP:0008393,5
HP:0003383,5
HP:0010232,5
HP:0006408,5
HP:0002850,5
HP:0100061,5
HP:0100010,5
HP:3000065,5
HP:0009386,5
HP:0010501,5
HP:0100172,5
HP:0009943,5
HP:0004342,5
HP:0009762,5
HP:0011361,5
HP:0010886,5
HP:0003394,5
HP:0000188,5
HP:0004861,5
HP:0003885,5
HP:0004836,5
HP:0002156,5
HP:0006479,5
HP:0012278,5
HP:0100773,5
HP:0009955,5
HP:0012874,5
HP:0008922,5
HP:0012390,5
HP:0004719,5
HP:0008489,5
HP:0100341,5
HP:0008407,5
HP:3000040,5
HP:0000868,5
HP:0004639,5
HP:0011892,5
HP:0002335,5
HP:0004544,5
HP:0010132,5
HP:0000007,5
HP:0010693,5
HP:0009222,5
HP:0003902,5
HP:0005255,5
HP:0008629,5
HP:0008418,5
HP:0000029,5
HP:0007690,5
HP:0011706,5
HP:0008528,5
HP:0001472,5
HP:0100432,5
HP:0003517,5
HP:0002322,5
HP:0005229,5
HP:0006772,5
HP:0004760,5
HP:0003232,5
HP:0100927,5
HP:0009572,5
HP:0009825,5
HP:0003492,5
HP:0005689,5
HP:0007704,5
HP:0012001,5
HP:0002043,5
HP:0012629,5
HP:0005640,5
HP:0001444,5
HP:0006607,5
HP:0006901,5
HP:0005458,5
HP:0009625,5
HP:0009998,5
