Codici Input,Report,Codici Originali,Codici Originali+Padri
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000478,HP:0000759",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000481,HP:0000763",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000481,HP:0000763",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000512,HP:0000795",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000520,HP:0000811",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000525,HP:0000812",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000534,HP:0000820",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000534,HP:0000820",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000534,HP:0000820",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000549,HP:0000834",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000553,HP:0000836",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000633,HP:0000924",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000708,HP:0000951",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000759,HP:0000966",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000811,HP:0001001",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000811,HP:0001001",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000811,HP:0001001",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000811,HP:0001001",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000811,HP:0001001",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000812,HP:0001009",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000812,HP:0001009",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000812,HP:0001009",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000812,HP:0001009",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000820,HP:0001028",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000820,HP:0001028",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000820,HP:0001028",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000829,HP:0001098",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000829,HP:0001098",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
"HP:0000831,HP:0001155",Nessuna corrispondenza," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"," ,N,a,a,c,d,e,e,i,n,n,n,o,o,p,r,r,s,s,s,u,z"
