phenotype1,phenotype2,phenotype3
360,491,6
360,496,7
360,504,10
360,505,75
360,512,127
360,520,134
360,525,202
360,528,223
360,534,224
360,539,309
360,549,480
360,551,496
360,553,520
360,559,534
360,570,682
360,573,708
360,588,764
360,589,775
360,591,809
360,592,811
360,593,820
360,597,842
360,601,80
360,606,465
360,610,468
360,612,475
360,616,504
360,617,539
360,622,551
360,630,559
360,632,588
360,633,591
360,649,592
360,662,606
360,667,617
360,682,630
360,708,790
360,759,816
360,764,290
360,771,476
360,775,490
360,790,491
360,809,573
360,811,593
360,815,622
360,816,662
360,819,667
360,820,815
360,824,235
360,826,553
360,828,570
360,831,589
360,834,597
360,836,616
360,837,649
360,839,77
360,841,407
360,842,632
360,846,633
360,852,271
364,NULL,291
364,2,309
364,6,315
364,7,366
364,10,370
364,14,372
364,20,377
364,26,464
364,44,465
364,69,472
364,75,475
364,77,476
364,78,480
364,80,491
364,98,496
364,127,499
364,132,501
364,134,504
364,144,505
364,153,509
364,202,512
364,223,520
364,224,534
364,234,539
364,235,540
364,240,542
364,264,545
364,271,568
364,290,573
364,291,589
364,306,592
364,309,593
364,315,597
364,356,601
364,366,606
364,370,610
364,372,612
364,377,630
364,464,743
364,465,775
364,468,824
364,470,828
364,472,829
364,473,836
364,475,837
364,476,843
364,480,845
364,491,846
364,496,847
364,499,849
364,501,NULL
364,504,26
364,505,44
364,508,69
364,509,75
364,512,132
364,517,508
364,520,517
364,525,549
364,528,551
364,534,554
364,539,559
364,540,567
364,542,570
364,545,588
364,549,632
364,551,633
364,553,657
364,554,662
364,559,667
364,567,682
364,568,703
364,570,708
364,573,759
364,588,771
364,589,795
364,592,812
364,593,819
364,597,821
364,601,823
364,606,831
364,610,841
364,612,852
364,613,6
364,617,7
364,630,10
364,632,14
364,633,78
364,649,144
364,657,153
364,662,202
364,667,224
364,682,235
364,703,240
364,708,271
364,743,356
364,759,525
364,764,553
364,771,811
364,775,842
364,776,20
364,777,77
364,778,98
364,795,127
364,809,134
364,811,223
364,812,473
364,815,617
364,816,776
364,819,777
364,821,778
364,823,809
364,824,816
364,826,835
364,828,839
364,829,2
364,831,306
364,835,528
364,836,649
364,837,826
364,839,80
364,841,290
364,842,470
364,843,764
364,845,815
364,846,468
364,847,234
364,849,240
364,852,291
365,NULL,306
365,2,315
365,6,356
365,7,372
365,10,465
365,14,470
365,20,475
365,26,476
365,44,481
365,69,490
365,75,499
365,77,501
365,78,505
365,98,508
365,127,512
365,132,520
365,134,525
365,153,528
365,202,534
365,223,539
365,224,540
365,225,542
365,234,551
365,235,553
365,240,554
365,271,573
365,290,588
365,291,592
365,301,601
365,306,606
365,309,610
365,315,612
365,356,617
365,370,622
365,372,630
365,377,632
365,464,771
365,465,777
365,470,778
365,472,811
365,475,820
365,476,821
365,480,823
365,481,826
365,490,828
365,491,829
365,499,831
365,501,836
365,504,841
365,505,845
365,508,846
365,512,7
365,517,78
365,520,98
365,525,127
365,528,134
365,534,153
365,539,202
365,540,223
365,542,234
365,545,290
365,549,291
365,551,377
365,553,559
365,554,567
365,559,589
365,567,633
365,568,657
365,570,743
365,573,790
365,588,795
365,589,809
365,592,819
365,593,824
365,601,834
365,606,835
365,610,840
365,612,848
365,616,NULL
365,617,6
365,622,10
365,630,20
365,632,44
365,633,69
365,657,75
365,662,132
365,667,235
365,682,301
365,703,464
365,708,472
365,743,480
365,759,491
365,764,504
365,771,517
365,776,545
365,777,568
365,778,593
365,790,662
365,795,667
365,809,682
365,811,703
365,815,708
365,816,847
365,819,2
365,820,26
365,821,77
365,823,224
365,824,225
365,826,370
365,828,549
365,829,816
365,831,843
365,834,852
365,835,14
365,836,240
365,837,271
365,839,776
365,840,815
365,841,837
365,842,839
365,843,849
365,845,309
365,846,759
365,847,616
365,848,764
365,849,771
365,852,777
366,NULL,811
366,2,819
366,6,820
366,7,821
366,10,823
366,14,834
366,20,837
366,26,847
366,44,849
366,69,10
366,79,235
366,80,301
366,98,306
366,127,315
366,134,356
366,143,464
366,144,475
366,153,481
366,202,490
366,223,499
366,224,505
366,225,509
366,235,512
366,240,525
366,264,528
366,290,534
366,291,539
366,301,540
366,306,542
366,309,554
366,315,568
366,356,588
366,360,589
366,364,597
366,464,776
366,465,778
366,470,809
366,473,812
366,475,824
366,476,831
366,480,848
366,481,NULL
366,483,2
366,490,6
366,491,7
366,496,14
366,499,26
366,501,44
366,504,69
366,505,79
366,508,98
366,509,127
366,512,143
366,520,144
366,525,153
366,528,202
366,534,223
366,539,224
366,540,225
366,542,240
366,545,264
366,551,290
366,554,291
366,559,360
366,568,473
366,570,657
366,573,662
366,588,667
366,589,682
366,592,708
366,593,743
366,597,759
366,601,764
366,606,790
366,610,816
366,617,841
366,630,843
366,633,845
366,649,852
366,657,80
366,662,309
366,667,465
366,682,470
366,703,476
366,708,483
366,743,491
366,759,496
366,764,508
366,771,520
366,775,551
366,776,559
366,777,570
366,778,573
366,790,592
366,795,601
366,809,606
366,811,610
366,812,630
366,815,633
366,816,703
366,819,835
366,820,842
366,821,134
366,823,364
366,824,545
366,826,593
366,829,649
366,831,771
366,834,795
366,835,20
366,836,777
366,837,504
366,839,826
366,840,480
366,841,501
366,842,836
366,843,841
366,845,846
366,846,829
366,847,839
366,848,775
366,849,776
366,852,790
370,NULL,829
370,2,836
370,6,839
370,7,841
370,10,842
370,20,843
370,26,849
370,44,852
370,69,26
370,75,134
370,77,240
370,78,264
370,79,464
370,80,465
370,98,468
370,127,470
370,132,472
370,134,473
370,143,475
370,144,476
370,153,483
370,202,496
370,223,501
370,224,539
370,234,542
370,235,545
370,240,549
370,264,551
370,271,593
370,290,597
370,291,601
370,301,606
370,306,610
370,315,616
370,364,617
370,365,622
370,464,790
370,465,795
370,468,828
370,470,831
370,472,837
370,473,845
370,475,846
370,476,847
370,480,2
370,483,6
370,490,20
370,491,69
370,496,75
370,499,77
370,501,79
370,505,80
370,508,143
370,512,153
370,517,365
370,520,480
370,525,490
370,528,491
370,534,512
370,539,553
370,540,568
370,542,573
370,545,589
370,549,591
370,551,592
370,553,630
370,554,632
370,567,657
370,568,662
370,570,764
370,573,777
370,588,778
370,589,811
370,591,812
370,592,820
370,593,821
370,597,824
370,601,NULL
370,606,7
370,610,10
370,612,44
370,616,78
370,617,98
370,622,127
370,630,132
370,632,144
370,633,202
370,657,223
370,662,224
370,667,291
370,682,306
370,703,315
370,708,364
370,743,499
370,764,540
370,771,567
370,776,612
370,777,633
370,778,667
370,790,682
370,795,703
370,809,708
370,811,771
370,812,823
370,816,234
370,819,235
370,820,290
370,821,301
370,823,505
370,824,517
370,826,534
370,828,743
370,829,834
370,831,525
370,834,528
370,836,554
370,837,570
370,839,588
370,841,776
370,842,809
370,843,816
370,845,520
370,846,271
370,847,291
370,849,508
370,852,525
372,NULL,540
372,2,549
372,6,553
372,7,554
372,10,559
372,14,567
372,20,573
372,26,588
372,44,591
372,69,592
372,75,593
372,78,597
372,79,601
372,80,617
372,98,630
372,127,632
372,132,633
372,134,649
372,143,657
372,144,662
372,202,667
372,224,703
372,225,708
372,234,775
372,240,778
372,271,790
372,290,811
372,301,820
372,306,821
372,315,824
372,360,826
372,364,828
372,365,829
372,407,836
372,458,837
372,464,840
372,468,843
372,470,845
372,476,846
372,480,6
372,481,7
372,483,10
372,491,26
372,496,44
372,499,78
372,501,80
372,504,132
372,505,134
372,508,271
372,509,290
372,512,301
372,517,480
372,520,481
372,525,483
372,528,501
372,534,504
372,539,508
372,540,509
372,542,512
372,549,520
372,551,525
372,553,528
372,554,534
372,559,539
372,567,542
372,568,570
372,570,777
372,573,823
372,588,834
372,589,835
372,591,839
372,592,841
372,593,842
372,597,848
372,601,849
372,606,852
372,610,NULL
372,612,2
372,613,20
372,617,75
372,622,79
372,630,98
372,632,127
372,633,143
372,649,202
372,657,224
372,662,225
372,667,240
372,682,360
372,703,364
372,708,365
372,743,464
372,759,499
372,771,505
372,775,517
372,776,551
372,777,606
372,778,610
372,790,612
372,811,622
372,812,682
372,815,743
372,816,14
372,820,69
372,821,144
372,823,234
372,824,306
372,826,491
372,828,496
372,829,812
372,834,815
372,835,816
372,836,315
372,837,458
372,839,470
372,840,589
372,841,759
372,842,771
372,843,776
372,845,847
372,846,476
372,847,468
372,848,407
372,849,568
372,852,573
377,NULL,589
377,2,601
377,6,610
377,7,612
377,10,616
377,14,622
377,20,649
377,26,662
377,44,667
377,69,682
377,75,703
377,77,708
377,78,743
377,80,759
377,98,771
377,127,775
377,132,776
377,134,777
377,144,790
377,153,795
377,202,809
377,223,811
377,224,812
377,225,815
377,234,816
377,235,819
377,240,820
377,264,821
377,290,824
377,291,828
377,301,829
377,306,831
377,309,834
377,315,836
377,364,839
377,365,841
377,465,843
377,468,847
377,476,848
377,480,7
377,481,10
377,483,26
377,490,44
377,491,77
377,496,80
377,499,98
377,501,127
377,504,134
377,505,144
377,508,235
377,509,240
377,512,264
377,525,290
377,528,291
377,534,301
377,539,306
377,540,309
377,545,315
377,549,364
377,551,365
377,553,465
377,554,476
377,559,480
377,567,481
377,568,490
377,570,568
377,573,591
377,588,593
377,589,606
377,591,617
377,592,632
377,593,633
377,597,778
377,601,845
377,606,846
377,610,849
377,612,NULL
377,616,2
377,617,20
377,622,69
377,630,78
377,632,132
377,633,153
377,649,223
377,657,225
377,662,468
377,667,483
377,682,491
377,703,496
377,708,499
377,743,501
377,759,504
377,771,512
377,775,525
377,776,528
377,777,534
377,778,540
377,790,545
377,795,549
377,809,551
377,811,553
377,812,554
377,815,559
377,816,573
377,819,597
377,820,630
377,821,657
377,824,852
377,828,6
377,829,14
377,831,75
377,834,224
377,836,234
377,839,509
377,841,539
377,843,202
377,845,505
377,846,567
377,847,588
377,848,589
377,849,592
377,852,508
407,2,509
407,7,528
407,10,534
407,14,540
407,20,545
407,26,553
407,69,610
407,75,612
407,79,622
407,80,630
407,202,682
407,235,703
407,271,795
407,290,815
407,291,834
407,301,836
407,306,840
407,309,841
407,360,2
407,372,7
407,465,10
407,468,14
407,472,69
407,480,75
407,481,80
407,490,202
407,491,271
407,496,290
407,499,291
407,501,301
407,504,306
407,509,372
407,520,465
407,528,480
407,534,496
407,540,499
407,542,501
407,545,573
407,553,588
407,573,811
407,588,824
407,589,845
407,610,847
407,612,849
407,617,235
407,622,360
407,630,472
407,662,481
407,682,490
407,703,491
407,790,542
407,795,589
407,811,662
407,815,848
407,819,20
407,824,26
407,834,79
407,836,309
407,840,504
407,841,520
407,845,617
407,847,790
407,848,795
407,849,824
421,10,826
421,14,835
421,20,839
421,26,10
421,44,153
421,69,235
421,80,309
421,98,315
421,127,473
421,153,491
421,235,520
421,240,551
421,291,567
421,301,568
421,309,588
421,315,592
421,470,593
421,473,622
421,491,682
421,496,777
421,512,811
421,517,834
421,520,26
421,525,80
421,551,127
421,553,470
421,567,512
421,568,525
421,588,553
421,589,601
421,592,776
421,593,823
421,601,828
421,606,840
421,622,841
421,630,44
421,633,291
421,682,496
421,776,606
421,777,630
421,811,633
421,812,842
421,815,14
421,816,20
421,819,98
421,823,240
421,826,301
421,828,815
421,834,816
421,835,819
421,839,69
421,840,80
421,841,589
421,842,812
458,NULL,839
458,75,840
458,78,235
458,80,372
458,134,475
458,135,509
458,202,520
458,224,551
458,225,553
458,235,559
458,372,588
458,473,597
458,475,622
458,476,632
458,480,633
458,483,682
458,490,763
458,491,764
458,496,795
458,509,135
458,512,202
458,520,224
458,525,473
458,534,483
458,539,490
458,551,512
458,553,539
458,559,606
458,567,617
458,568,667
458,588,708
458,589,819
458,597,837
458,601,841
458,606,842
458,610,846
458,616,75
458,617,78
458,622,80
458,632,134
458,633,225
458,649,491
458,657,525
458,662,534
458,667,567
458,682,589
458,703,811
458,708,812
458,759,831
458,763,NULL
458,764,476
458,795,610
458,809,649
458,811,852
458,812,496
458,819,568
458,831,601
458,837,662
458,839,703
458,840,809
458,841,616
458,842,657
458,846,662
458,852,759
464,NULL,763
464,6,771
464,7,775
464,14,776
464,20,790
464,26,819
464,44,820
464,69,823
464,75,824
464,77,840
464,78,6
464,79,370
464,80,483
464,98,501
464,127,504
464,132,509
464,134,512
464,135,520
464,143,525
464,144,534
464,153,539
464,202,545
464,223,553
464,224,567
464,234,593
464,235,601
464,240,612
464,290,632
464,291,633
464,301,649
464,306,662
464,309,667
464,315,682
464,360,708
464,364,743
464,365,759
464,366,795
464,370,809
464,372,812
464,483,831
464,501,842
464,504,843
464,509,847
464,512,14
464,520,75
464,525,98
464,528,127
464,534,202
464,539,223
464,540,235
464,542,290
464,545,306
464,549,309
464,551,360
464,553,365
464,567,528
464,568,540
464,588,542
464,589,549
464,592,826
464,593,828
464,597,829
464,601,848
464,612,7
464,613,78
464,630,79
464,632,143
464,633,224
464,649,234
464,662,240
464,667,301
464,682,366
464,703,372
464,708,551
464,743,588
464,759,597
464,763,630
464,771,815
464,775,841
464,776,845
464,790,849
464,795,852
464,809,NULL
464,811,20
464,812,26
464,815,44
464,816,77
464,819,132
464,820,134
464,821,135
464,823,144
464,824,153
464,826,364
464,828,703
464,829,821
464,831,291
464,840,315
464,841,592
464,842,811
464,843,69
464,845,80
464,847,589
464,848,816
464,849,820
464,852,824
465,NULL,834
465,2,843
465,6,845
465,10,846
465,14,848
465,20,852
465,26,14
465,44,144
465,69,202
465,75,223
465,78,240
465,79,264
465,80,306
465,98,309
465,127,360
465,132,370
465,134,377
465,135,512
465,143,520
465,144,525
465,153,534
465,202,539
465,223,540
465,224,542
465,225,549
465,234,613
465,235,616
465,240,622
465,264,630
465,271,632
465,290,633
465,291,649
465,301,662
465,306,667
465,309,682
465,315,703
465,360,771
465,364,775
465,365,776
465,366,777
465,370,778
465,377,790
465,407,795
465,470,811
465,472,812
465,473,815
465,475,821
465,481,829
465,483,836
465,490,839
465,491,840
465,498,841
465,499,842
465,501,847
465,504,849
465,505,NULL
465,508,26
465,509,79
465,512,135
465,520,143
465,525,234
465,528,271
465,534,290
465,539,291
465,540,301
465,542,315
465,545,364
465,549,365
465,551,366
465,553,407
465,554,470
465,559,472
465,567,473
465,573,483
465,588,490
465,589,528
465,593,551
465,597,554
465,601,559
465,606,567
465,610,589
465,612,593
465,613,597
465,616,601
465,622,606
465,630,743
465,632,763
465,633,820
465,649,824
465,657,828
465,662,831
465,667,2
465,682,6
465,703,10
465,708,44
465,743,69
465,763,75
465,771,78
465,775,98
465,776,127
465,777,132
465,778,134
465,790,153
465,795,225
465,809,235
465,811,475
465,812,481
465,815,491
465,816,498
465,819,499
465,820,501
465,821,504
465,823,508
465,824,509
465,828,545
465,829,588
465,831,610
465,834,708
465,836,816
465,837,819
465,839,823
465,840,20
465,841,80
465,842,224
465,843,505
465,845,525
465,846,553
465,847,809
465,848,657
465,849,612
465,852,616
468,7,630
468,10,632
468,14,662
468,44,703
468,75,771
468,77,776
468,78,816
468,80,820
468,98,823
468,127,824
468,132,828
468,143,831
468,153,839
468,202,843
468,223,847
468,224,852
468,225,7
468,235,10
468,240,14
468,264,44
468,290,75
468,291,77
468,301,78
468,306,80
468,309,98
468,359,202
468,360,223
468,364,224
468,370,240
468,372,290
468,377,291
468,407,301
468,473,306
468,476,360
468,481,372
468,501,377
468,505,481
468,508,525
468,525,573
468,534,610
468,539,612
468,540,667
468,549,811
468,553,819
468,573,834
468,589,846
468,610,143
468,612,225
468,630,235
468,632,264
468,649,309
468,662,359
468,667,370
468,703,473
468,771,540
468,776,649
468,811,127
468,816,132
468,819,364
468,820,476
468,823,501
468,824,505
468,828,508
468,829,534
468,831,549
468,834,553
468,839,589
468,843,539
468,846,540
468,847,153
468,852,202
470,6,223
470,7,224
470,10,225
470,14,240
470,20,264
470,26,290
470,69,301
470,75,306
470,77,309
470,78,364
470,80,366
470,98,372
470,127,465
470,132,473
470,134,476
470,143,480
470,144,481
470,153,490
470,223,504
470,224,509
470,225,512
470,234,616
470,235,622
470,240,632
470,264,633
470,271,649
470,290,667
470,291,682
470,301,703
470,306,708
470,309,743
470,315,759
470,364,771
470,365,778
470,366,790
470,370,811
470,372,815
470,421,816
470,465,820
470,473,823
470,475,828
470,476,836
470,480,10
470,481,14
470,483,69
470,490,75
470,491,78
470,496,98
470,498,127
470,499,132
470,501,134
470,504,143
470,505,153
470,508,291
470,509,475
470,512,496
470,520,498
470,528,540
470,534,542
470,539,551
470,540,553
470,542,554
470,545,559
470,549,588
470,551,589
470,553,592
470,554,593
470,559,612
470,567,662
470,568,763
470,588,775
470,589,831
470,591,837
470,592,839
470,593,840
470,597,841
470,601,842
470,606,843
470,612,845
470,616,846
470,622,847
470,632,852
470,633,6
470,649,20
470,657,77
470,662,80
470,667,315
470,682,370
470,703,501
470,708,508
470,743,520
470,759,528
470,763,568
470,771,591
470,775,601
470,776,777
470,777,809
470,778,812
470,790,821
470,809,824
470,811,848
470,812,849
470,815,7
470,816,144
470,819,234
470,820,235
470,821,271
470,823,421
470,824,483
470,828,491
470,829,499
470,831,505
470,836,534
470,837,539
470,839,545
470,840,606
470,841,657
470,842,776
470,843,819
470,845,26
470,846,365
470,847,549
470,848,567
470,849,597
470,852,601
472,2,610
472,7,613
472,10,622
472,14,632
472,44,649
472,69,667
472,75,708
472,77,743
472,78,771
472,79,812
472,80,816
472,98,819
472,127,820
472,132,823
472,134,826
472,143,837
472,144,839
472,153,840
472,202,841
472,223,842
472,224,843
472,225,845
472,234,847
472,235,2
472,240,7
472,264,14
472,271,98
472,290,127
472,291,134
472,301,144
472,306,153
472,309,202
472,315,223
472,316,224
472,356,234
472,360,235
472,364,240
472,365,271
472,370,290
472,407,306
472,465,309
472,475,315
472,476,356
472,480,360
472,481,365
472,483,370
472,490,407
472,501,465
472,505,475
472,508,480
472,512,490
472,520,501
472,525,508
472,539,567
472,540,573
472,542,588
472,545,592
472,549,593
472,551,597
472,553,601
472,559,630
472,567,703
472,568,775
472,573,778
472,588,790
472,589,836
472,592,846
472,593,852
472,597,10
472,601,44
472,610,69
472,612,75
472,613,132
472,622,225
472,630,291
472,632,301
472,649,316
472,667,476
472,682,483
472,703,512
472,708,520
472,743,525
472,763,553
472,771,568
472,775,589
472,776,763
472,778,824
472,790,831
472,795,77
472,809,78
472,811,143
472,812,540
472,815,545
472,816,551
472,819,559
472,820,682
472,823,776
472,824,795
472,826,809
472,828,849
472,829,481
472,831,542
472,836,549
472,837,828
472,839,364
472,840,505
472,841,79
472,842,80
472,843,811
472,845,539
472,846,612
472,847,264
472,849,271
472,852,301
473,NULL,309
473,2,360
473,6,364
473,7,468
473,10,470
473,14,476
473,20,480
473,26,483
473,44,490
473,69,491
473,77,496
473,78,499
473,79,501
473,80,505
473,98,509
473,127,520
473,132,525
473,134,528
473,153,540
473,202,549
473,223,567
473,224,568
473,235,573
473,271,597
473,290,601
473,291,606
473,301,610
473,306,612
473,309,630
473,360,632
473,364,633
473,366,649
473,370,662
473,421,682
473,458,703
473,465,790
473,468,831
473,470,836
473,476,849
473,480,14
473,481,20
473,483,44
473,490,69
473,491,79
473,496,127
473,498,134
473,499,223
473,501,235
473,504,271
473,505,290
473,508,306
473,509,366
473,512,370
473,520,421
473,525,458
473,528,465
473,534,559
473,539,588
473,540,592
473,542,593
473,545,759
473,549,775
473,551,795
473,553,812
473,554,819
473,559,823
473,567,824
473,568,834
473,573,841
473,588,842
473,592,843
473,593,845
473,597,846
473,601,847
473,606,NULL
473,610,2
473,612,10
473,613,98
473,622,132
473,630,224
473,632,291
473,633,301
473,649,481
473,662,498
473,667,504
473,682,508
473,703,534
473,708,539
473,743,542
473,759,545
473,764,554
473,771,622
473,775,848
473,778,7
473,790,78
473,795,80
473,809,153
473,811,202
473,812,551
473,815,764
473,816,809
473,819,811
473,820,826
473,823,837
473,824,839
473,826,841
473,831,852
473,834,6
473,836,77
473,837,553
473,839,743
473,841,512
473,842,667
473,843,771
473,845,820
473,846,778
473,847,26
473,848,708
473,849,816
473,852,820
475,2,821
475,6,823
475,7,824
475,10,828
475,14,836
475,20,841
475,26,848
475,44,2
475,69,14
475,75,143
475,77,264
475,78,291
475,79,465
475,80,470
475,98,472
475,127,505
475,132,508
475,134,520
475,143,528
475,144,540
475,223,568
475,224,573
475,225,593
475,235,630
475,240,633
475,264,667
475,290,682
475,291,703
475,306,743
475,309,759
475,315,775
475,356,776
475,360,790
475,364,795
475,365,809
475,366,811
475,370,812
475,458,819
475,465,829
475,470,839
475,472,843
475,499,845
475,504,847
475,505,849
475,508,44
475,509,77
475,512,79
475,517,370
475,520,458
475,525,499
475,528,504
475,539,570
475,540,601
475,545,606
475,549,610
475,551,612
475,553,622
475,559,632
475,567,649
475,568,708
475,570,778
475,573,820
475,593,826
475,597,6
475,601,7
475,606,10
475,610,20
475,612,26
475,613,75
475,622,78
475,630,80
475,632,98
475,633,127
475,649,225
475,657,309
475,667,356
475,682,512
475,703,525
475,708,545
475,743,549
475,759,551
475,771,553
475,775,559
475,776,567
475,777,597
475,778,657
475,790,815
475,795,834
475,809,837
475,811,846
475,812,852
475,815,69
475,819,134
475,820,144
475,821,224
475,823,315
475,824,360
475,826,365
475,828,539
475,829,223
475,831,235
475,834,240
475,835,306
475,836,364
475,837,366
475,839,771
475,841,777
475,843,831
475,845,132
475,846,143
475,847,144
475,848,290
475,849,291
475,852,309
476,NULL,315
476,2,356
476,6,360
476,7,364
476,10,365
476,14,366
476,20,370
476,26,372
476,44,377
476,69,473
476,75,490
476,77,491
476,78,501
476,79,509
476,80,512
476,98,520
476,132,528
476,134,539
476,143,553
476,144,554
476,153,559
476,202,567
476,224,589
476,225,597
476,234,632
476,235,633
476,240,649
476,264,662
476,271,764
476,290,771
476,291,775
476,309,776
476,315,777
476,356,778
476,360,811
476,364,815
476,365,820
476,366,821
476,370,824
476,372,828
476,377,831
476,458,840
476,468,7
476,470,10
476,472,14
476,473,20
476,490,26
476,491,80
476,496,132
476,499,143
476,501,144
476,504,153
476,509,202
476,512,225
476,520,234
476,525,235
476,528,240
476,539,264
476,540,291
476,545,470
476,549,472
476,551,499
476,553,540
476,554,545
476,559,573
476,567,601
476,573,606
476,588,616
476,589,622
476,592,657
476,593,667
476,597,682
476,601,703
476,606,795
476,610,809
476,612,819
476,616,834
476,622,835
476,630,836
476,632,842
476,633,843
476,649,845
476,657,846
476,662,847
476,667,849
476,682,852
476,703,NULL
476,743,44
476,764,79
476,771,98
476,775,134
476,776,271
476,777,496
476,778,504
476,790,549
476,795,551
476,809,588
476,811,592
476,815,610
476,819,612
476,820,790
476,821,841
476,824,2
476,828,69
476,831,224
476,834,309
476,835,525
476,836,6
476,840,75
476,841,77
476,842,78
476,843,290
476,845,593
476,846,743
476,847,771
476,848,630
476,849,632
476,852,848
480,NULL,10
480,2,69
480,6,75
480,7,77
480,10,127
480,14,134
480,20,144
480,69,223
480,75,224
480,77,290
480,78,301
480,79,372
480,80,377
480,98,470
480,127,472
480,132,481
480,134,491
480,143,496
480,144,501
480,153,505
480,202,509
480,223,525
480,224,549
480,225,554
480,234,633
480,235,649
480,240,662
480,264,682
480,271,708
480,290,759
480,291,776
480,301,777
480,306,790
480,315,809
480,356,812
480,360,816
480,364,819
480,365,821
480,366,823
480,370,826
480,372,829
480,377,834
480,407,841
480,458,842
480,470,843
480,472,845
480,473,846
480,481,2
480,490,14
480,491,98
480,496,143
480,499,225
480,501,271
480,504,291
480,505,306
480,508,315
480,509,356
480,517,520
480,520,545
480,525,559
480,528,567
480,539,568
480,540,593
480,545,610
480,549,630
480,553,632
480,554,657
480,559,743
480,567,795
480,568,811
480,593,847
480,597,NULL
480,606,6
480,610,7
480,613,153
480,616,202
480,622,235
480,630,240
480,632,360
480,633,364
480,649,366
480,657,370
480,662,458
480,667,473
480,682,528
480,703,539
480,708,540
480,743,815
480,759,820
480,764,848
480,771,20
480,775,78
480,776,80
480,777,234
480,790,407
480,795,504
480,809,508
480,811,517
480,812,553
480,815,703
480,816,840
480,819,79
480,820,132
480,821,365
480,823,616
480,826,622
480,829,490
480,831,499
480,834,667
480,840,682
480,841,597
480,842,264
480,843,606
480,845,764
480,846,831
480,847,845
480,848,NULL
481,NULL,14
481,2,26
481,6,69
481,7,78
481,10,132
481,14,144
481,20,153
481,26,224
481,44,225
481,69,234
481,75,235
481,77,291
481,78,306
481,80,356
481,98,366
481,127,372
481,132,377
481,134,465
481,144,480
481,153,496
481,202,501
481,223,528
481,224,553
481,225,567
481,234,649
481,235,682
481,240,703
481,264,708
481,271,775
481,290,776
481,291,777
481,301,778
481,306,795
481,309,809
481,315,811
481,356,815
481,360,819
481,365,824
481,366,826
481,372,836
481,377,841
481,407,845
481,465,848
481,468,10
481,470,20
481,472,44
481,473,80
481,480,98
481,496,134
481,499,240
481,501,290
481,504,301
481,505,309
481,508,365
481,509,407
481,512,470
481,520,473
481,525,504
481,528,512
481,534,568
481,539,597
481,540,606
481,542,610
481,549,633
481,551,667
481,553,764
481,554,771
481,567,790
481,568,812
481,573,821
481,588,829
481,593,834
481,597,839
481,601,843
481,606,849
481,610,852
481,612,77
481,613,271
481,616,315
481,622,472
481,630,505
481,632,525
481,633,534
481,649,539
481,657,542
481,662,551
481,667,573
481,682,593
481,703,622
481,708,820
481,743,828
481,759,840
481,764,NULL
481,771,6
481,775,7
481,776,75
481,777,127
481,778,202
481,790,223
481,795,540
481,809,549
481,811,601
481,812,612
481,815,632
481,816,657
481,819,662
481,820,759
481,821,816
481,824,842
481,826,846
481,828,2
481,829,468
481,831,588
481,834,616
481,836,360
481,837,499
481,839,520
481,840,554
481,841,630
481,842,743
481,843,795
481,845,811
481,846,812
481,848,820
481,849,831
481,852,837
483,NULL,44
483,2,80
483,6,98
483,7,127
483,10,134
483,26,264
483,44,291
483,69,306
483,80,370
483,98,464
483,127,491
483,132,499
483,134,501
483,143,504
483,144,542
483,153,549
483,202,554
483,223,588
483,224,593
483,264,597
483,271,616
483,290,703
483,291,708
483,301,764
483,306,775
483,309,778
483,315,790
483,356,819
483,366,820
483,370,823
483,372,837
483,377,843
483,458,846
483,464,847
483,465,849
483,470,852
483,472,2
483,473,6
483,491,10
483,498,26
483,499,144
483,501,153
483,504,202
483,505,223
483,508,290
483,509,377
483,525,465
483,534,470
483,540,473
483,542,498
483,545,505
483,549,509
483,554,525
483,559,540
483,573,545
483,588,559
483,589,610
483,593,612
483,597,630
483,606,662
483,610,667
483,612,795
483,616,821
483,630,824
483,662,834
483,667,836
483,682,839
483,703,840
483,708,842
483,764,845
483,775,NULL
483,778,69
483,790,132
483,795,143
483,819,224
483,820,301
483,821,309
483,823,356
483,824,366
483,828,372
483,831,458
483,834,573
483,836,589
483,837,682
483,839,841
483,840,848
483,841,7
483,842,271
483,843,315
483,845,366
483,846,472
483,847,534
483,848,540
483,849,606
483,852,610
490,NULL,612
490,2,616
490,6,617
490,10,630
490,14,633
490,20,657
490,26,667
490,44,682
490,69,703
490,75,743
490,78,775
490,80,776
490,98,777
490,127,778
490,132,790
490,134,795
490,143,809
490,144,811
490,153,815
490,202,816
490,223,821
490,224,823
490,225,824
490,234,829
490,235,831
490,240,834
490,264,842
490,271,845
490,291,846
490,301,847
490,306,848
490,309,849
490,315,852
490,356,NULL
490,360,6
490,365,10
490,366,14
490,370,20
490,377,26
490,407,69
490,458,75
490,465,78
490,470,80
490,472,98
490,473,127
490,476,132
490,480,134
490,496,153
490,498,202
490,499,264
490,501,291
490,504,309
490,505,315
490,508,356
490,509,458
490,512,465
490,520,470
490,525,472
490,528,473
490,539,476
490,540,496
490,545,498
490,549,499
490,551,501
490,553,505
490,554,508
490,559,509
490,567,539
490,568,545
490,573,549
490,588,551
490,592,553
490,593,601
490,597,610
490,601,622
490,606,632
490,610,649
490,612,771
490,616,812
490,617,44
490,622,223
490,630,225
490,632,234
490,633,235
490,649,240
490,657,365
490,662,366
490,667,377
490,682,407
490,703,480
