HPO_ID,Count,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10,Level_11,Level_12,Level_13,Level_14,Level_15,Level_16
HP:0011308,5,HP:0011308,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0012789,5,HP:0012789,HP:0008363,HP:0001850,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0010458,5,HP:0010458,HP:0000055,HP:0000811,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0008288,5,HP:0008288,HP:0002154,HP:0010895,HP:0010894,HP:0033107,HP:0003112,HP:0004354,HP:0430071,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,
HP:0009966,5,HP:0009966,HP:0009960,HP:0009959,HP:0009316,HP:0004150,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,
HP:0200058,5,HP:0200058,HP:0030448,HP:0100242,HP:0011792,HP:0002664,HP:0000118,HP:0000001,,,,,,,,,
HP:0005450,5,HP:0005450,HP:0005464,HP:0011001,HP:0004348,HP:0011849,HP:0003330,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0100641,5,HP:0100641,HP:0100631,HP:0011732,HP:0000834,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,
HP:0001748,5,HP:0001748,HP:0009799,HP:0025408,HP:0001743,HP:0002012,HP:0025031,HP:0000118,HP:0000001,,,,,,,,
HP:0008935,5,HP:0008935,HP:0001319,HP:0001252,HP:0003808,HP:0011804,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0010394,5,HP:0010394,HP:0010184,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0000710,5,HP:0000710,HP:5200065,HP:4000079,HP:5200046,HP:0000708,HP:0011446,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,
HP:0006583,5,HP:0006583,HP:0001399,HP:0001410,HP:0025155,HP:0025032,HP:0025031,HP:0000118,HP:0000001,,,,,,,,
HP:0007623,5,HP:0007623,HP:0001000,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:0003297,5,HP:0003297,HP:0033096,HP:0033100,HP:0003355,HP:0025745,HP:0033354,HP:0003110,HP:0001939,HP:0000118,HP:0000001,,,,,,
HP:0010618,5,HP:0010618,HP:0010614,HP:0012316,HP:0011792,HP:0002664,HP:0000118,HP:0000001,,,,,,,,,
HP:0004699,5,HP:0004699,HP:0001832,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0008962,5,HP:0008962,HP:0001430,HP:0001437,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0100370,5,HP:0100370,HP:0010185,HP:0010173,HP:0006494,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0005817,5,HP:0005817,HP:0001830,HP:0001829,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0011191,5,HP:0011191,HP:0010841,HP:0011185,HP:0011182,HP:0025373,HP:0002353,HP:0030178,HP:0001311,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,
HP:0012232,5,HP:0012232,HP:0031547,HP:0003115,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0007933,5,HP:0007933,HP:0011229,HP:0000534,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0005592,5,HP:0005592,HP:0011125,HP:0001000,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0008454,5,HP:0008454,HP:0100712,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0003529,5,HP:0003529,HP:0003110,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0000207,5,HP:0000207,HP:0011338,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,
HP:0100071,5,HP:0100071,HP:0010167,HP:0010160,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0002378,5,HP:0002378,HP:0030188,HP:0001337,HP:0004305,HP:0011442,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,
HP:0002744,5,HP:0002744,,,,,,,,,,,,,,,
HP:0002296,5,HP:0002296,HP:0008070,HP:0011362,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0007545,5,HP:0007545,HP:0000972,HP:0007556,HP:0000962,HP:0011368,HP:0001072,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,
HP:0012291,5,HP:0012291,,,,,,,,,,,,,,,
HP:0012249,5,HP:0012249,HP:0003115,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,
HP:0011676,5,HP:0011676,HP:0001636,HP:0001710,HP:0011563,HP:0011545,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0007657,5,HP:0007657,HP:0100018,HP:0010920,HP:0000518,HP:0000517,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,
HP:0003717,5,HP:0003717,HP:0003758,HP:0001001,HP:0009124,HP:0003549,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0012665,5,HP:0012665,HP:0012664,HP:0025169,HP:0005162,HP:0030872,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,
HP:0010184,5,HP:0010184,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0100244,5,HP:0100244,HP:0030448,HP:0100242,HP:0011792,HP:0002664,HP:0000118,HP:0000001,,,,,,,,,
HP:0002860,5,HP:0002860,HP:0008069,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,,
HP:0002269,5,HP:0002269,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,,
HP:0009310,5,HP:0009310,HP:0009284,HP:0009172,HP:0004188,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0006499,5,HP:0006499,HP:0002823,HP:0040069,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0011731,5,HP:0011731,HP:0012111,HP:0003117,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,
HP:0100395,5,HP:0100395,HP:0100366,HP:0010331,HP:0010320,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0011054,5,HP:0011054,HP:0001592,HP:0009804,HP:0006483,HP:0000164,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,
HP:0005890,5,HP:0005890,HP:0004437,HP:0002683,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,
HP:0003799,5,HP:0003799,HP:0002750,HP:0000927,HP:0011843,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,
HP:0011577,5,HP:0011577,HP:0006695,HP:0001671,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0009940,5,HP:0009940,HP:0000277,HP:0030791,HP:0011821,HP:0000929,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0002219,5,HP:0002219,HP:0000998,HP:0011362,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0002710,5,HP:0002710,HP:0100267,HP:0000159,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0006677,5,HP:0006677,HP:0025074,HP:0003115,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0000052,5,HP:0000052,HP:0000068,HP:0000795,HP:0010936,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0100249,5,HP:0100249,HP:0010766,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,,
HP:0012848,5,HP:0012848,HP:0002244,HP:0002242,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,,
HP:0012209,5,HP:0012209,HP:0012324,HP:0001909,HP:0001881,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0006169,5,HP:0006169,HP:0006135,HP:0006256,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0003913,5,HP:0003913,HP:0003850,HP:0003025,HP:0000944,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0100946,5,HP:0100946,HP:0010184,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0000915,5,HP:0000915,HP:0000767,HP:0000766,HP:0000765,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0003609,5,HP:0003609,HP:0003651,HP:0002621,HP:0002634,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,
HP:0006515,5,HP:0006515,HP:0006530,HP:0002088,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,
HP:0004183,5,HP:0004183,,,,,,,,,,,,,,,
HP:0012143,5,HP:0012143,HP:0005561,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0012251,5,HP:0012251,HP:0012249,HP:0003115,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0011654,5,HP:0011654,HP:0001719,HP:0001710,HP:0011563,HP:0011545,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0000853,5,HP:0000853,HP:0011772,HP:0000820,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,
HP:0100730,5,HP:0100730,HP:0032445,HP:0002088,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,
HP:0001216,5,HP:0001216,HP:0006257,HP:0001191,HP:0003019,HP:0009810,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0000069,5,HP:0000069,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,,,
HP:0000056,5,HP:0000056,HP:0000055,HP:0000811,HP:0012243,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0008706,5,HP:0008706,HP:0000795,HP:0010936,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,,
HP:0010561,5,HP:0010561,HP:0000772,HP:0001547,HP:0000765,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0011045,5,HP:0011045,HP:0006293,HP:0006289,HP:0006485,HP:0001592,HP:0009804,HP:0006483,HP:0000164,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001
HP:0011161,5,HP:0011161,HP:0011157,HP:0033348,HP:0032679,HP:0007359,HP:0001250,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,
HP:0010379,5,HP:0010379,HP:0010181,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0002195,5,HP:0002195,HP:0002334,HP:0001317,HP:0011283,HP:0011282,HP:0012443,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,
HP:0005733,5,HP:0005733,HP:0003416,HP:0000925,HP:0009121,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0012405,5,HP:0012405,HP:0012404,HP:0033354,HP:0003110,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,
HP:0002865,5,HP:0002865,HP:0002890,HP:0100031,HP:0011772,HP:0000820,HP:0000818,HP:0000118,HP:0000001,,,,,,,,
HP:0010955,5,HP:0010955,HP:0025487,HP:0000014,HP:0010936,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0001440,5,HP:0001440,HP:0001832,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0008232,5,HP:0008232,HP:0000837,HP:0010514,HP:0011747,HP:0012503,HP:0000864,HP:0000818,HP:0000118,HP:0000001,,,,,,,
HP:0009664,5,HP:0009664,HP:0009663,HP:0009599,HP:0001172,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0006213,5,HP:0006213,HP:0005920,HP:0005918,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0003955,5,HP:0003955,HP:0002973,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,,
HP:0006370,5,HP:0006370,HP:0010600,HP:0004037,HP:0003839,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0011297,5,HP:0011297,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0008008,5,HP:0008008,,,,,,,,,,,,,,,
HP:0011601,5,HP:0011601,HP:0011600,HP:0004307,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0011495,5,HP:0011495,HP:0000481,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,
HP:0007910,5,HP:0007910,,,,,,,,,,,,,,,
HP:0011221,5,HP:0011221,HP:0000290,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,,,
HP:0100627,5,HP:0100627,HP:0000795,HP:0010936,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,,
HP:0008225,5,HP:0008225,HP:0008249,HP:0011772,HP:0000820,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,
HP:0012680,5,HP:0012680,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,,,
HP:0009703,5,HP:0009703,HP:0009701,HP:0004278,HP:0005922,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0002299,5,HP:0002299,HP:0010719,HP:0001595,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:0100583,5,HP:0100583,HP:0000481,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,
HP:0011710,5,HP:0011710,HP:0012722,HP:0031546,HP:0030956,HP:0011025,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0009106,5,HP:0009106,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0002837,5,HP:0002837,HP:0002783,HP:0002205,HP:0002719,HP:0032101,HP:0010978,HP:0002715,HP:0000118,HP:0000001,,,,,,,
HP:0100867,5,HP:0100867,HP:0002246,HP:0002244,HP:0002242,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,
HP:0003458,5,HP:0003458,HP:0003198,HP:0011805,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,
HP:0010576,5,HP:0010576,HP:0030724,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0002415,5,HP:0002415,HP:0011400,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0000446,5,HP:0000446,HP:0000422,HP:0005105,HP:0000366,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0000802,5,HP:0000802,HP:0100639,HP:0040307,HP:0012874,HP:0000080,HP:0000078,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0007800,5,HP:0007800,HP:0001090,HP:0100887,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,
HP:0008839,5,HP:0008839,HP:0009103,HP:0002644,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0011882,5,HP:0011882,HP:0011878,HP:0011869,HP:0001872,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0007034,5,HP:0007034,HP:0001347,HP:0031826,HP:0100022,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,,,,,
HP:0004401,5,HP:0004401,HP:0010676,HP:0002595,HP:0002579,HP:0030895,HP:0012719,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,
HP:0003472,5,HP:0003472,HP:0002901,HP:0004363,HP:0010927,HP:0010929,HP:0003111,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,,,
HP:0007447,5,HP:0007447,HP:0000972,HP:0007556,HP:0000962,HP:0011368,HP:0001072,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,
HP:0000329,5,HP:0000329,HP:0001028,HP:0100742,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,
HP:0012344,5,HP:0012344,HP:0001072,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:0001028,5,HP:0001028,HP:0100742,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,,
HP:0007948,5,HP:0007948,HP:0010924,HP:0100019,HP:0010920,HP:0000518,HP:0000517,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,
HP:0003917,5,HP:0003917,HP:0003907,HP:0009809,HP:0000944,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0012432,5,HP:0012432,HP:0012378,HP:0025142,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0007942,5,HP:0007942,HP:0000602,HP:0000597,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0007859,5,HP:0007859,HP:0000666,HP:0000639,HP:0012547,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,
HP:0009180,5,HP:0009180,HP:0009179,HP:0004097,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0005437,5,HP:0005437,HP:0002719,HP:0032101,HP:0010978,HP:0002715,HP:0000118,HP:0000001,,,,,,,,,
HP:0011789,5,HP:0011789,HP:0002926,HP:0000820,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,
HP:0004280,5,HP:0004280,HP:0010660,HP:0003336,HP:0011849,HP:0003330,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,
HP:0200028,5,HP:0200028,HP:0011356,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:3000026,5,HP:3000026,,,,,,,,,,,,,,,
HP:0100060,5,HP:0100060,HP:0010167,HP:0010160,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0005856,5,HP:0005856,HP:0003083,HP:0003042,HP:0009811,HP:0009810,HP:0001367,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0003826,5,HP:0003826,HP:0034241,HP:0011420,HP:0040006,HP:0031797,HP:0012823,HP:0000001,,,,,,,,,
HP:0003932,5,HP:0003932,HP:0003926,HP:0009808,HP:0000940,HP:0002813,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,
HP:0005584,5,HP:0005584,HP:0009726,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,
HP:0006509,5,HP:0006509,HP:0002778,HP:0005607,HP:0012252,HP:0002795,HP:0002086,HP:0000118,HP:0000001,,,,,,,,
HP:0012842,5,HP:0012842,HP:0008069,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,,
HP:0005256,5,HP:0005256,HP:0011957,HP:0009131,HP:0011805,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0011899,5,HP:0011899,HP:0011898,HP:0010990,HP:0003256,HP:0001928,HP:0001871,HP:0000118,HP:0000001,,,,,,,,
HP:0011967,5,HP:0011967,HP:0010836,HP:0011030,HP:0010929,HP:0003111,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,,,,
HP:0012510,5,HP:0012510,HP:0002921,HP:0002011,HP:0012639,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,
HP:0003077,5,HP:0003077,HP:0003119,HP:0430071,HP:0032180,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,
HP:0007824,5,HP:0007824,HP:0000602,HP:0000597,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0010138,5,HP:0010138,HP:0010113,HP:0010056,HP:0001844,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0009247,5,HP:0009247,HP:0009174,HP:0004188,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0000796,5,HP:0000796,HP:0000795,HP:0010936,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,,,
HP:0011075,5,HP:0011075,HP:0011073,HP:0011061,HP:0000164,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,
HP:0000791,5,HP:0000791,HP:0000787,HP:0012210,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0002270,5,HP:0002270,HP:0410008,HP:0000707,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0002048,5,HP:0002048,HP:0011035,HP:0012210,HP:0000077,HP:0010935,HP:0000079,HP:0000119,HP:0000118,HP:0000001,,,,,,,
HP:0007387,5,HP:0007387,HP:0011135,HP:0000971,HP:0011138,HP:0001574,HP:0000118,HP:0000001,,,,,,,,,
HP:0011890,5,HP:0011890,HP:0001892,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0002651,5,HP:0002651,HP:0002652,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,,,
HP:0100344,5,HP:0100344,HP:0010326,HP:0010319,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0001986,5,HP:0001986,HP:0001944,HP:0011032,HP:0012337,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,
HP:0009192,5,HP:0009192,HP:0009150,HP:0004213,HP:0004207,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0002582,5,HP:0002582,HP:0005263,HP:0004295,HP:0002577,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,
HP:0012840,5,HP:0012840,HP:0012836,HP:0012830,HP:0012823,HP:0000001,,,,,,,,,,,
HP:0009491,5,HP:0009491,HP:0006263,HP:0004100,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0003954,5,HP:0003954,HP:0040072,HP:0002973,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,,
HP:0000617,5,HP:0000617,HP:0000496,HP:0012373,HP:0000478,HP:0000118,HP:0000001,,,,,,,,,,
HP:0004902,5,HP:0004902,HP:0003128,HP:0001941,HP:0004360,HP:0012337,HP:0001939,HP:0000118,HP:0000001,,,,,,,,
HP:0012727,5,HP:0012727,HP:0004942,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,
HP:0003976,5,HP:0003976,HP:0002818,HP:0040072,HP:0002973,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,,,
HP:0005531,5,HP:0005531,HP:0002488,HP:0001909,HP:0001881,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0004822,5,HP:0004822,HP:0004445,HP:0004447,HP:0001877,HP:0001871,HP:0000118,HP:0000001,,,,,,,,,
HP:0009788,5,HP:0009788,HP:0009787,HP:0009786,HP:0001441,HP:0001437,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,,,
HP:0007873,5,HP:0007873,HP:0008048,HP:0000481,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0100689,5,HP:0100689,HP:0011486,HP:0000481,HP:0004328,HP:0012372,HP:0000478,HP:0000118,HP:0000001,,,,,,,,
HP:0006729,5,HP:0006729,HP:0100568,HP:0000818,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0100412,5,HP:0100412,HP:0100403,HP:0010202,HP:0010183,HP:0010161,HP:0001780,HP:0001760,HP:0002814,HP:0040064,HP:0000118,HP:0000001,,,,,
HP:3000060,5,HP:3000060,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,,,,,,
HP:0012009,5,HP:0012009,HP:0011197,HP:0011185,HP:0011182,HP:0025373,HP:0002353,HP:0030178,HP:0001311,HP:0012638,HP:0000707,HP:0000118,HP:0000001,,,,
HP:0011033,5,HP:0011033,HP:0032245,HP:0001939,HP:0000118,HP:0000001,,,,,,,,,,,
HP:0011827,5,HP:0011827,HP:0000288,HP:0000177,HP:0000159,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,
HP:0002589,5,HP:0002589,HP:0012718,HP:0011024,HP:0025031,HP:0000118,HP:0000001,,,,,,,,,,
HP:0006691,5,HP:0006691,HP:0001641,HP:0001654,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,,
HP:0009565,5,HP:0009565,HP:0009535,HP:0006264,HP:0004100,HP:0001167,HP:0001155,HP:0002817,HP:0040064,HP:0000118,HP:0000001,,,,,,
HP:0011062,5,HP:0011062,HP:0000676,HP:0000164,HP:0000163,HP:0031816,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,
HP:0007316,5,HP:0007316,,,,,,,,,,,,,,,
HP:0006504,5,HP:0006504,,,,,,,,,,,,,,,
HP:3000034,5,HP:3000034,HP:0000419,HP:0005105,HP:0000366,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0010585,5,HP:0010585,HP:0005930,HP:0011314,HP:0011844,HP:0011842,HP:0000924,HP:0033127,HP:0000118,HP:0000001,,,,,,,
HP:0007537,5,HP:0007537,HP:0000992,HP:0011354,HP:0011121,HP:0000951,HP:0001574,HP:0000118,HP:0000001,,,,,,,,
HP:0004382,5,HP:0004382,HP:0001633,HP:0006705,HP:0001654,HP:0001627,HP:0030680,HP:0001626,HP:0000118,HP:0000001,,,,,,,
HP:0010808,5,HP:0010808,HP:0030809,HP:0000157,HP:0000153,HP:0000271,HP:0000234,HP:0000152,HP:0000118,HP:0000001,,,,,,,
HP:0001349,5,HP:0001349,HP:0010628,HP:0001324,HP:0011804,HP:0003011,HP:0033127,HP:0000118,HP:0000001,,,,,,,,
HP:0011647,5,HP:0011647,HP:0012305,HP:0001680,HP:0001679,HP:0011004,HP:0033353,HP:0025015,HP:0002597,HP:0001626,HP:0000118,HP:0000001,,,,,
